TERM_ID	TERM_LABEL_FULL	OVERLAP	P_VALUE	ADJUSTED_P_VALUE	OLD_P_VALUE	OLD_ADJUSTED_P_VALUE	ODDS_RATIO	COMBINED_SCORE	GENES
GO:0030334	regulation of cell migration (GO:0030334)	55/408	4.6698127211603405E-8	1.751604298864324E-5	0	0	2.418035723669439	40.815383373312415	RET;SEMA5B;ROBO4;FAM107A;KIF14;LAMC2;LDB2;FGF1;FGF2;CX3CL1;MYLK;FGF7;ENPP2;GTSE1;EDN1;ANXA1;SEMA6A;SEMA6D;ADIPOQ;F3;MMP9;ADRA2A;CLDN5;SFRP1;CEACAM6;KIT;LRRC15;KANK1;SEMA3D;SEMA3A;LEF1;SEMA3G;EGFR;FAM83H;PARD6B;WNT11;PDGFD;MGAT3;PLXNA4;NGFR;F10;NTRK3;CAV1;IGF1;SULF1;COL1A1;IGSF10;SH3RF2;BMP2;CXCL12;KRT16;SPRY2;AMOTL1;LGR6;FGF10
GO:0000070	mitotic sister chromatid segregation (GO:0000070)	23/102	5.114614644605392E-8	1.7518279703461243E-5	0	0	4.46509114339756	74.96253399968475	SPAG5;CDCA5;PLK1;KIF14;NCAPG;CDCA8;KIF23;SMC4;NCAPH;NDC80;ZWINT;CENPE;CCNB1;KIF18A;ESPL1;KIFC1;PRC1;CENPK;NUSAP1;CDK1;KIF2C;CEP55;DLGAP5
GO:0016525	negative regulation of angiogenesis (GO:0016525)	21/87	5.519574312772569E-8	1.7518279703461243E-5	0	0	4.875223546944858	81.47658852044711	FOXC1;SEMA6A;NPR1;PDE3B;ECSCR;ISM1;SULF1;KLF4;DCN;KLF2;CLDN5;CXCL10;EFNA3;ADAMTS1;CREB3L1;TNMD;E2F2;SPRY2;PPARG;TEK;HOXA5
GO:0006936	muscle contraction (GO:0006936)	26/129	8.060941914514638E-8	2.3756747385205283E-5	0	0	3.875951895800871	63.30844296741104	RYR1;MYOM1;OXTR;LMOD1;ACTG2;MYOM2;MYLK;CKMT2;MYH11;DMD;TMOD1;MYBPC1;KCNIP2;SORBS1;ACTA2;MYH3;DES;TNNT1;FXYD1;TNNT3;SSPN;HRC;CASQ2;SCN4A;MYL9;CRYAB
GO:0042127	regulation of cell population proliferation (GO:0042127)	85/764	1.0840281087438067E-7	2.718338107939476E-5	0	0	1.95789656068613	31.399593440185036	CXCL9;CHRM1;RTKN2;KIF14;IRS2;LAMC2;FGF1;FOXM1;FGF2;HOXC10;CX3CL1;FGF7;ESM1;ADAMTS1;TNFRSF8;SOX7;EDN1;CR1;EDN2;IL11RA;TESC;AVPR2;SOX11;NRG1;LIFR;FOXP3;ADRA2A;TGFBR2;CLDN5;SFRP1;SAPCD2;CEACAM6;ALDH1A2;KIT;AGTR1;BIRC5;SGK2;GPLD1;CEBPA;PTGFR;UHRF1;NPR3;LEF1;TTK;GATA3;PTN;EGFR;PTHLH;SLC9A3R1;RAB25;EPCAM;PDGFD;IGFBP6;STAT5A;NTRK2;JUN;TSLP;NTRK3;IL34;FN1;AKR1C3;AKR1C2;CDC7;CDC6;IGF1;INHBA;KLF4;S100B;PTPN14;MEIS2;SHCBP1;BMP6;SQLE;CXCL10;MLXIPL;BMP2;IL6;NR4A3;PRC1;TNFSF4;SCGB3A1;FOLR2;EZH2;CDKN3;FGF10
GO:0007411	axon guidance (GO:0007411)	34/203	1.1050257468539962E-7	2.718338107939476E-5	0	0	3.0985915492957745	49.633942866292	EPHB6;RET;ROBO3;SEMA5B;ROBO4;LAMA2;SEMA3D;NRXN1;SEMA3A;LAMA3;SEMA3G;IRS2;LAMC2;VLDLR;IGSF9;RELN;EFNB3;TUBB3;SLIT3;NCAM1;EPHB1;SPTBN1;PLXNA4;SEMA6A;UNC5A;UNC5B;SEMA6D;GFRA2;EFNA3;CXCL12;NFIB;FEZ1;LGR6;RNF165
GO:0097306	cellular response to alcohol (GO:0097306)	15/48	1.1200132776289648E-7	2.718338107939476E-5	0	0	6.942755450096397	111.1171007722409	PTGER4;PTGFR;BLM;PTCH1;AKR1C3;AKR1C2;GNAI1;ADCY5;SFRP1;GNG2;RAD51;TNFSF4;KLF9;GPLD1;CES1
GO:0001501	skeletal system development (GO:0001501)	29/158	1.2605924893117842E-7	2.8868080225577397E-5	0	0	3.4555606723463046	54.89681234565217	PTGER4;PKDCC;NPR3;PRELP;PTH1R;PTHLH;COMP;WNT11;HYAL1;ALX4;COL10A1;SOX6;PITX1;SOX5;GDF10;ZBTB16;SOX11;IGF1;SULF1;BMP6;COL1A1;RBP4;BMP2;VCAN;COL1A2;CDH11;ALPL;BMPR1B;MATN3
GO:0048522	positive regulation of cellular process (GO:0048522)	73/625	1.3293590021472868E-7	2.8868080225577397E-5	0	0	2.0614809782608696	32.64025040242497	SLC44A4;RTKN2;KIF14;HBB;IRS2;LAMC2;FGF1;FOXM1;FGF2;HOXC10;CX3CL1;ZFP36;FGF7;ESM1;HYAL1;CD36;EDN1;CR1;EDN2;IL11RA;TNFRSF18;SOX11;NRG1;LIFR;ADRA2A;TGFBR2;CLDN5;SFRP1;SAPCD2;TAL1;CEACAM6;BIRC5;ADAM8;PTGFR;HPN;LEF1;TTK;AKAP6;PTN;ACACB;EGFR;PTHLH;RAB25;EPCAM;PDGFD;TPPP;NTRK2;EGR2;TSLP;SPAG5;NTRK3;IL34;CAV1;FN1;AKR1C3;AKR1C2;CDC7;PTK6;CDC6;IGF1;S100B;MEIS2;BMP6;MLXIPL;IL6;CXCL12;PRC1;TNFSF4;SAA1;FOLR2;BMPR1B;EZH2;FGF10
GO:0045597	positive regulation of cell differentiation (GO:0045597)	39/258	2.2196669153041085E-7	4.579172846272376E-5	0	0	2.7467918765527775	42.08288006690129	FBN2;FOXC1;PKDCC;LEF1;LPL;PTN;TMEM100;ZFP36;CDH2;BOC;CD36;SOX6;ECT2;CD34;HOXA5;TP63;SOX5;MMD;WNT7B;LMO3;RARRES2;ZBTB16;PLA2G2A;SOX11;IGF1;NPNT;BMP6;TGFBR2;COL1A1;SFRP1;GPRC5B;BMP2;IL6;AGTR1;PPARG;BMPR1B;EZH2;DDR2;LTF
GO:0045596	negative regulation of cell differentiation (GO:0045596)	32/191	2.572390941319413E-7	5.0541357256589996E-5	0	0	3.096274794388002	46.98058204447284	FOXA1;CITED1;HPN;DTX1;GATA3;FOXO1;EGFR;PTHLH;EFEMP1;TNN;E2F1;SOSTDC1;XDH;RUNX1T1;GDF10;ABCA5;OSR1;ZBTB16;CAV1;PTCH1;ADIPOQ;CRIM1;IL17RD;MEIS2;SFRP1;IL6;COL5A1;COL5A2;SPRY2;TRIB3;PPARG;SPRY1
GO:2000147	positive regulation of cell motility (GO:2000147)	35/221	2.948374111529579E-7	5.529541629168655E-5	0	0	2.8979430802974377	43.575911589294705	RET;LRRC15;SEMA5B;SEMA3D;SEMA3A;LEF1;FAM107A;SEMA3G;LAMC2;FGF1;EGFR;MYLK;FAM83H;WNT11;PDGFD;GTSE1;EDN1;SEMA6A;CCL21;F10;SEMA6D;CAV1;NTRK3;IGF1;F3;MMP9;ADRA2A;COL1A1;SH3RF2;BMP2;CXCL12;CEACAM6;KIT;SPRY2;LGR6
GO:0071379	cellular response to prostaglandin stimulus (GO:0071379)	7/10	3.5411990112321837E-7	6.352603095801735E-5	0	0	35.46515397082658	526.7862848144989	PTGER4;PTGFR;SFRP1;GNG2;TNFSF4;AKR1C3;AKR1C2
GO:0030199	collagen fibril organization (GO:0030199)	20/89	3.9855098773410886E-7	6.851755730795554E-5	0	0	4.4368479151087845	65.37886363851597	COL17A1;DST;LAMB3;COL14A1;COL11A1;COL12A1;LAMA3;LOXL4;DPT;LAMC2;COL1A1;ADAMTS14;COL3A1;COL1A2;COL5A1;P4HA3;COL5A2;COL4A6;COL10A1;DDR2
GO:0000819	sister chromatid segregation (GO:0000819)	12/34	4.719492775810253E-7	7.78905087719724E-5	0	0	8.31585176418374	121.13197590283212	TOP2A;KIF18A;SPAG5;ESPL1;KIFC1;PLK1;CENPK;NUSAP1;CDCA8;SMC4;ZWINT;NDC80
GO:0045667	regulation of osteoblast differentiation (GO:0045667)	19/83	5.706526182713263E-7	9.055818088413431E-5	0	0	4.541798792962357	65.29510306813629	FBN2;GDF10;CITED1;PTCH1;WNT7B;CRIM1;SOX11;IGF1;NPNT;BMP6;BMP2;IL6;TNN;SMOC1;PPARG;BMPR1B;TP63;DDR2;LTF
GO:0032870	cellular response to hormone stimulus (GO:0032870)	18/76	6.584149610779374E-7	1.006155603484285E-4	0	0	4.7455099106211405	67.54488533120721	THRB;CAV1;AKR1C1;AKR1C3;AKR1C2;ATP1A2;NR3C1;TFPI;ADRA2A;GHR;SOCS2;SFRP1;NR4A3;CYP11A1;LEP;KLF9;SLIT3;RAMP1
GO:2000181	negative regulation of blood vessel morphogenesis (GO:2000181)	18/78	9.92408295100465E-7	1.4623845091373282E-4	0	0	4.586835650040883	63.40443110507637	FOXC1;SEMA6A;NPR1;PDE3B;ECSCR;ISM1;SULF1;KLF4;DCN;CLDN5;CXCL10;EFNA3;ADAMTS1;TNMD;SPRY2;PPARG;TEK;HOXA5
GO:0097435	supramolecular fiber organization (GO:0097435)	46/351	1.2940249896165402E-6	1.841085209364774E-4	0	0	2.32905960628301	31.576814981083675	COL17A1;TNXB;COL14A1;COL11A1;COL12A1;LAMA3;KIF14;LMOD1;LOXL4;DPT;FIGN;LAMC2;RND3;FBLN5;RND1;ADAMTS14;COL10A1;CAPN3;MYH11;PGM5;CD36;TPPP;SNCA;TMOD1;GSN;DST;LAMB3;SNCAIP;COL1A1;MFAP4;COL3A1;TPPP3;KIF18A;COL1A2;DES;MAP7D3;COL5A1;P4HA3;CLIP4;COL5A2;SAA1;COL4A6;KIF2C;MFGE8;DDR2;LTF
GO:0051896	regulation of protein kinase B signaling (GO:0051896)	32/207	1.6139586459312275E-6	2.2197311243707483E-4	0	0	2.8107668675410613	37.486693490456894	RET;KLB;IRS2;GATA3;FGF1;FGF2;CX3CL1;EGFR;SLC9A3R1;FGF7;XDH;P2RY12;KL;NTRK2;CCL21;F10;ANGPT1;NTRK3;AKR1C3;AKR1C2;NRG1;NRG2;F3;BANK1;LEP;KIT;SPRY2;TRIB3;ADAM8;TEK;MET;FGF10
GO:0007094	mitotic spindle assembly checkpoint signaling (GO:0007094)	9/21	1.970636146324417E-6	2.457607270877489E-4	0	0	11.412540584415584	149.92830490544753	CDC20;CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1;ZWINT;MAD2L1
GO:0071174	mitotic spindle checkpoint signaling (GO:0071174)	9/21	1.970636146324417E-6	2.457607270877489E-4	0	0	11.412540584415584	149.92830490544753	CDC20;CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1;ZWINT;MAD2L1
GO:0071173	spindle assembly checkpoint signaling (GO:0071173)	9/21	1.970636146324417E-6	2.457607270877489E-4	0	0	11.412540584415584	149.92830490544753	CDC20;CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1;ZWINT;MAD2L1
GO:0031581	hemidesmosome assembly (GO:0031581)	7/12	2.092340246632944E-6	2.457607270877489E-4	0	0	21.27682333873582	278.241856792663	COL17A1;DST;LAMB3;LAMA3;KRT14;LAMC2;KRT5
GO:0051897	positive regulation of protein kinase B signaling (GO:0051897)	27/161	2.1313666730648596E-6	2.457607270877489E-4	0	0	3.091267304334997	40.36807811104675	KLB;RET;IRS2;GATA3;FGF1;FGF2;CX3CL1;EGFR;FGF7;P2RY12;KL;F10;ANGPT1;CCL21;AKR1C3;AKR1C2;NRG1;NRG2;F3;LEP;KIT;SPRY2;ADAM8;TRIB3;TEK;MET;FGF10
GO:0071345	cellular response to cytokine stimulus (GO:0071345)	57/482	2.1443010603875324E-6	2.457607270877489E-4	0	0	2.0767845786963433	27.107639641988747	CNTFR;PID1;MT1X;FGF2;CXCL2;CX3CL1;GHR;ZFP36;HYAL1;LEPR;CTSG;CD36;GBP5;ANXA1;EDN2;PTGIS;MME;DUSP1;IL11RA;MMP3;LIFR;FOS;NPNT;F3;MMP9;GREM2;SFRP1;KIT;BIRC5;RHOU;CEBPA;FOXC1;MAOA;NPR2;LEF1;AKAP6;GATA3;PTGS2;FOXO1;SOCS2;MUC1;PTPRZ1;S1PR1;NDN;STAT5A;EGR1;CCL21;IL34;PDE2A;FN1;PTPN14;CXCL10;IL6;COL1A2;CXCL12;SAA1;SDC1
GO:0043066	negative regulation of apoptotic process (GO:0043066)	57/485	2.604145968758501E-6	2.903974666783129E-4	0	0	2.0618902342763326	26.51262130531585	CITED1;KIF14;CX3CL1;AQP1;RNF157;COMP;PDK4;CAPN3;CTSG;ANXA1;UNC5B;OSR1;PLAUR;MAPK8IP2;MMP9;SFRP1;CEACAM6;CAT;TYRO3;BIRC5;ADAM8;ANGPTL4;CRYAB;LTF;HPN;LEF1;IFI6;NDNF;EGFR;FOXO1;SOCS2;NUAK2;WNT11;PTPRZ1;PPARGC1A;SNCA;NGFR;NTRK2;STIL;EGR3;TSLP;ANGPT1;CAV1;PLK1;CIDEA;IGF1;KLF4;TNFRSF10D;CAPN13;SH3RF2;IL6;KRT18;ALB;CDK1;SPRY2;TEK;MAD2L1
GO:1903670	regulation of sprouting angiogenesis (GO:1903670)	11/33	2.7316385751131544E-6	2.965984410767599E-4	0	0	7.616666666666666	97.5741379266339	PPP1R16B;SEMA6A;BMPER;S100A1;CREB3L1;RHOJ;E2F2;FGF1;KLF4;FGF2;KLF2
GO:0010604	positive regulation of macromolecule metabolic process (GO:0010604)	48/384	2.961142035032203E-6	3.1327364196263765E-4	0	0	2.206083103819902	28.083295710582913	MYOM1;PID1;CITED1;HPN;LEF1;FGF1;FGF2;ACTG2;FGF7;WNT11;HEY2;AGR2;E2F1;CD36;PPARGC1A;CD34;HOXA5;SNCA;EGR1;IL33;NTRK2;GSN;ANGPT1;TESC;OSR1;NTRK3;PDE2A;AVPR2;FN1;SOX11;ANK2;IGF1;INHBA;KLF4;F3;BMP6;KLF2;ADAM19;ACTA2;CLDN5;BMP2;IL6;ADM2;PIP;PKP1;SPRY2;FGF10;RBMS3
GO:0045841	negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	9/22	3.1512520571483894E-6	3.250516496948564E-4	0	0	10.534090909090908	133.44281618328182	CDC20;CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1;ZWINT;MAD2L1
GO:0045778	positive regulation of ossification (GO:0045778)	12/40	3.396908280437054E-6	3.4184496500203136E-4	0	0	6.531791235615483	82.2525273906169	FBN2;KL;BMP2;PKDCC;ZBTB16;OSR1;ISG15;SOX11;PTN;BMPR1B;GPM6B;BMP6
GO:0050678	regulation of epithelial cell proliferation (GO:0050678)	19/93	3.548422205180538E-6	3.485902385374976E-4	0	0	3.925941080196399	49.266664069831016	CDKN1C;ANGPT1;UHRF1;OSR1;HPN;IGF1;FGF1;FGF2;EGFR;BMP6;TGFBR3;NR4A1;ZFP36;FGF7;SFRP1;NR4A3;HYAL1;LEP;FGF10
GO:0061035	regulation of cartilage development (GO:0061035)	8/18	5.3663338083861534E-6	4.940042265069471E-4	0	0	12.164801297648014	147.62431119645882	BMP2;WNT11;ZBTB16;MBOAT2;BMPR1B;SOX6;PTHLH;SOX5
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	49/404	5.4730529462267E-6	4.940042265069471E-4	0	0	2.131099347764439	25.819704898969235	RET;EPHB6;KLB;IRS2;FGF1;FGF2;GHR;FGF7;PDK4;EPHB1;NRG1;GFRA2;MMP9;ESRP1;KIT;TYRO3;COL4A6;MET;GPLD1;ANGPTL1;DDR2;SHC4;FOXC1;HPN;ADRB2;EGFR;FOXO1;SOCS2;EFNB3;FLRT2;PDGFD;NGFR;KL;NTRK2;SRMS;ANGPT1;CAV2;NTRK3;RARRES2;PTK6;IGF1;SORBS1;SULF1;SHCBP1;COL1A1;EFNA3;NR4A3;TEK;FGF10
GO:0060429	epithelium development (GO:0060429)	22/122	5.474446368173341E-6	4.940042265069471E-4	0	0	3.367497949138638	40.79865000718206	STIL;TAGLN;OSR1;PTCH1;AKR1C1;WNT7B;AKR1C2;SOX11;MEOX2;SOX10;MEOX1;SLC9A3R1;BMP2;SOX17;KRT16;ALDH1A2;CDK1;ALDOC;PPARG;CD34;CES1;FGF10
GO:0010001	glial cell differentiation (GO:0010001)	10/29	5.507560450634893E-6	4.940042265069471E-4	0	0	8.012313480696054	97.02421898319533	EGR2;RELN;PTPRZ1;CDH2;METRN;NFIB;SOX11;TPPP;SOX10;FGF10
GO:0009967	positive regulation of signal transduction (GO:0009967)	35/252	6.510379332739416E-6	5.715281941889964E-4	0	0	2.47980527470176	29.614114397341115	KANK1;MAML2;NRXN1;KLK5;GATA3;SLC2A4;FGF1;KLK6;ESM1;RELN;RSPO3;RSPO1;TP63;WLS;CCBE1;PTGIS;TSLP;VWF;CAV2;LMO3;NTRK3;ADIPOQ;DCDC2;IGF1;SORBS1;SULF1;F3;BMP6;KLF2;SFRP1;BMP2;IL6;TEK;LGR6;LIMS2
GO:0001706	endoderm formation (GO:0001706)	11/36	7.136588515212525E-6	6.009298819136098E-4	0	0	6.70159349593496	79.41573052120684	SOX17;LAMB3;DUSP1;COL11A1;LAMA3;COL12A1;FN1;ITGA7;INHBA;SOX7;MMP9
GO:0030501	positive regulation of bone mineralization (GO:0030501)	11/36	7.136588515212525E-6	6.009298819136098E-4	0	0	6.70159349593496	79.41573052120684	FBN2;KL;BMP2;PKDCC;OSR1;ISG15;PTN;BMPR1B;GPM6B;BMP6;LTF
GO:0001654	eye development (GO:0001654)	14/58	8.980213481638939E-6	7.26516878926319E-4	0	0	4.853115507149737	56.39556518919983	FBN2;FOXC1;CHRDL1;MEIS2;RBP4;EFEMP1;COL5A1;ADAMTS18;MAB21L1;SMOC1;CPAMD8;COL5A2;BMPR1B;STRA6
GO:1901992	positive regulation of mitotic cell cycle phase transition (GO:1901992)	14/58	8.980213481638939E-6	7.26516878926319E-4	0	0	4.853115507149737	56.39556518919983	ANXA1;UBE2C;CDCA5;CDC7;CDC25A;EGFR;CCNB1;ESPL1;HYAL1;ADAMTS1;CDK1;DTL;DLGAP5;FGF10
GO:0051241	negative regulation of multicellular organismal process (GO:0051241)	31/214	9.178150657051383E-6	7.28250954057577E-4	0	0	2.600623221785666	30.163809103546473	PTGER4;FOXA1;HPN;NPR3;LRP4;ADM;GATA3;BRCA2;HOXC10;EGFR;ADAMTS5;RGS2;WNT11;ACVR1C;HEY2;SOSTDC1;HOXA7;PTCH1;ADIPOQ;CIDEA;IL17RD;FOXP3;SFRP1;BMP2;TNNT1;NFIB;NOVA1;ALDH1A1;SPRY2;SPRY1;LGR4
GO:0048568	embryonic organ development (GO:0048568)	15/66	9.566364109112333E-6	7.447324210225942E-4	0	0	4.488052969964495	51.86958317696895	STIL;PKDCC;RARRES2;WNT7B;GATA3;TGFBR2;ALDH1A3;RBP4;TPO;SOX17;TAL1;HEY2;KIT;NES;STRA6
GO:0045669	positive regulation of osteoblast differentiation (GO:0045669)	12/44	1.0176500737184541E-5	7.77560037807841E-4	0	0	5.7140968266883645	65.68599634119106	FBN2;BMP2;IL6;WNT7B;SOX11;IGF1;NPNT;BMPR1B;TP63;BMP6;LTF;DDR2
GO:0050727	regulation of inflammatory response (GO:0050727)	30/206	1.1440147527444956E-5	8.582190672406888E-4	0	0	2.6156538548157044	29.761907893283343	PTGER4;CEBPA;LPL;GATA3;PTGS2;CX3CL1;ENPP3;SNCA;IL33;ANXA1;PTGIS;TSLP;PDE2A;ADIPOQ;MMP3;PLA2G2A;KLF4;MMP9;GPRC5B;LRFN5;IL6;FNDC4;TNFSF4;AGTR1;TYRO3;SAA1;PPARG;TEK;DNASE1L3;MGLL
GO:0090068	positive regulation of cell cycle process (GO:0090068)	19/101	1.2534928942901347E-5	9.235556574716243E-4	0	0	3.5414055327132647	39.971814128312985	PLK4;EDN1;SPAG5;KIF14;CDC7;KIF23;IGF1;CDC6;CDC14C;NDC80;AURKB;CDC14B;CIT;AURKA;CCNB1;RACGAP1;NUSAP1;ECT2;MAD2L1
GO:0071363	cellular response to growth factor stimulus (GO:0071363)	25/158	1.4321159488701919E-5	0.0010366509482523528	0	0	2.8792169568658488	32.11413071298426	FOXC1;NDNF;NR3C1;EGFR;TMEM100;ZFP36;CLEC3B;ACVR1C;HYAL1;SOX6;SOX5;NTRK2;SEMA6A;EGR3;ANXA1;NTRK3;PDE2A;KLF4;BMP6;TGFBR2;NR4A1;SFRP1;BMP2;SPRY2;BMPR1B
GO:0086010	membrane depolarization during action potential (GO:0086010)	9/26	1.5786760771952604E-5	0.0011230374990530423	0	0	8.053762414056532	89.04512662972876	SCN9A;SCN7A;ATP1A2;SCN4A;SCN3B;SCN2A;SCN3A;SCN4B;SCN2B
GO:0034695	response to prostaglandin E (GO:0034695)	6/11	1.987414888785575E-5	0.0013898430222253019	0	0	18.22251012145749	197.27854775005204	PTGER4;TGFBR3;SFRP1;GNG2;CCL21;TNFSF4
GO:0050679	positive regulation of epithelial cell proliferation (GO:0050679)	21/123	2.1173754931375692E-5	0.0014560485474476017	0	0	3.1484811957569914	33.886310064649756	PPP1R16B;STAT5A;EGR3;OSR1;HPN;SOX11;IGF1;PTN;FGF1;FGF2;F3;BMP6;EGFR;NR4A1;FGF7;SFRP1;BMP2;NR4A3;HYAL1;TEK;FGF10
