CATEGORY	GO_ID	GO_LABEL_FULL	COUNT	PERCENTAGE	P_VALUE	GENES	LIST_TOTAL	POP_HITS	POP_TOTAL	FOLD_ENRICHMENT	BONFERRONI	BENJAMINI	FDR
GOTERM_MF_ALL	GO:0019199	GO:0019199~transmembrane receptor protein kinase activity	29	2.3255813953488373	4.639879492909198E-8	EPHB6, RET, PKDCC, LTBP4, TTK, EGFR, EFEMP1, EFNB3, ACVR1C, PBK, SOSTDC1, EPHB1, NTRK2, SRMS, NTRK3, CRIM1, PTK6, BMX, TGFBR2, TGFBR3, NELL2, EFNA3, MELK, KIT, TYRO3, TEK, BMPR1B, MET, DDR2	1143	146	18869	3.27904816692434	7.697264000794402E-5	6.997781889760326E-6	6.601283096729905E-6
GOTERM_MF_ALL	GO:1901681	GO:1901681~sulfur compound binding	42	3.3680834001603848	1.2110882442047364E-7	TNXB, ECM2, HPSE2, PCOLCE2, COL11A1, LPL, NDNF, LAMC2, PRELP, PTN, CXCL13, FGF1, FGF2, ACACB, COMP, ADAMTS5, FGF7, CLEC3B, ADAMTS1, ABI3BP, RSPO3, CTSG, SLIT3, RSPO1, CD34, GSTM2, POSTN, PTCH1, FN1, SOD3, SELP, TGFBR3, NELL2, GREM2, CXCL10, SFRP1, COL5A1, SMOC1, SAA1, LGR6, FGF10, LTF	1143	279	18869	2.485122155429496	2.0089936888711968E-4	1.6743294976130482E-5	1.579460918483677E-5
GOTERM_MF_ALL	GO:0008092	GO:0008092~cytoskeletal protein binding	105	8.420208500400962	2.335245026693727E-7	FHOD3, FAM107A, MYLK, RGS2, CAPN6, CFL2, NUSAP1, CAPN3, SYNPO, TNS4, GTSE1, TNS1, TMOD1, STARD9, ANK2, MAPK8IP2, MID1, FRMD3, MAP7D3, BIN1, DAAM2, FEZ1, CLIP4, KIF20A, TLN2, MYL9, LLGL2, KCNE1, IQGAP3, SKA1, SLC9A3R1, CNN1, RACGAP1, EPB41L2, NDN, MYH11, TPPP, PROM1, FAM83D, PPARGC1A, SPTBN1, MYH7B, PLK1, DCDC2, MICAL2, CORO2B, LARP6, FERMT1, ANLN, TPX2, KIF18A, DIAPH3, KIF4A, PIP, MYOM1, SYNM, HSPB7, KIF14, LMOD1, KIF11, BRCA2, MYOM2, KIF15, DLGAP5, MYBPC1, DST, KIF23, MYRIP, MYH3, ADORA2A, TNNT1, KIFC1, TNNT3, BIRC5, PPARG, ALDOC, KIF2C, CRYAB, TAGLN, PLEKHH2, CCDC69, SYNPO2, NCALD, EGFR, C10ORF90, PDLIM3, RAB25, ABLIM3, DMD, FLNC, PDLIM4, WASF3, SNCA, GSN, SPAG5, SORBS1, S100B, CENPE, CENPF, TPPP3, DES, MYO15B, KIF26A, PRC1, KIF26B	1143	1039	18869	1.668308665459166	3.8734215873803546E-4	2.9801319225268406E-5	2.811275743673602E-5
GOTERM_MF_ALL	GO:0005198	GO:0005198~structural molecule activity	93	7.457898957497995	3.8883773939300877E-7	MYOM1, SRPX, SYNM, TINAGL1, HSPB6, COL14A1, LAMC3, COL12A1, HSPB2, LAMC2, MYOM2, LMNB1, COMP, EFEMP1, TUBB3, COL10A1, CAPN3, PGM5, KRT6B, POSTN, MYBPC1, VWF, DST, ADIPOQ, KRT8, BGN, ANK2, KRT5, OLFM4, MAPK8IP2, NPNT, ASPN, DCN, CLDN11, CLDN5, VCAN, TUBB2B, MMRN1, CLDN8, MMRN2, COL4A6, PKP1, COL6A6, TLN2, MFGE8, CRYAB, MYL9, MATN3, ASF1B, MATN2, FBN2, COL17A1, TNXB, LAMA2, TUFT1, COL11A1, LAMA3, LTBP4, DPT, PRELP, EVPL, FBLN5, ABI3BP, EPB41L2, MAL2, MYH11, DMD, SPTBN1, CTHRC1, MUC6, LAMB3, TFPI2, FN1, ISG15, PRG4, SORBS1, COL1A1, MFAP4, COL3A1, KRT19, DES, KRT18, COL1A2, COL5A1, KRT17, KRT16, KRT15, COL5A2, MFAP2, KRT14, MGP, OGN, PLP1	1143	896	18869	1.7134742922759656	6.448739143625204E-4	4.607727211807154E-5	4.346650443928991E-5
GOTERM_MF_ALL	GO:0019838	GO:0019838~growth factor binding	26	2.0850040096230953	1.678742860619108E-6	KLB, LTBP4, PTN, CXCL13, CHRDL1, EGFR, GHR, ESM1, ACVR1C, IGFBP6, CD36, NGFR, KL, NTRK2, IL11RA, DUSP1, NTRK3, CRIM1, LIFR, TGFBR2, TGFBR3, COL1A1, COL3A1, COL1A2, COL5A1, TEK	1143	144	18869	2.980667347137164	0.0027811621264222097	1.8566896038447333E-4	1.7514883845792692E-4
GOTERM_MF_ALL	GO:0036094	GO:0036094~small molecule binding	215	17.24137931034483	2.20769833268372E-6	EPHB6, ACSM5, ABCA12, MKI67, SMC4, MYLK, PDK4, PTGDS, EPHB1, GBP5, CUBN, SDS, ACSL1, STARD9, RBP7, ABCA10, RBP4, TYRO3, TRIB3, SIK2, DNA2, KIF20A, ABCB1, MAOB, CRABP2, MAOA, RRAD, CRABP1, ABO, HSD11B1, LDHB, BRIP1, NUAK2, PRKAR2B, LDHD, PIP5K1B, APOD, PROM1, PCK1, TRPM6, PLK4, MYH7B, GSTM2, SRMS, ABCA5, ABCA6, XRCC2, ST8SIA2, PDE2A, DNAH14, PLK1, ABCA9, MICAL2, PTK6, CDC7, ABCA8, CDC6, HSPA12B, SQLE, EHD2, CD209, TCN1, RYR1, RET, DIRAS3, TOP2A, KIF14, HBB, PYGM, GPT, SLC7A11, KIF11, KIF15, AIFM2, MRC1, PBK, TK1, ACADS, HELLS, KIF23, HBA2, SYN2, CIT, TUBB2B, MRAS, KIFC1, RHOJ, KIT, MPPED2, PLSCR4, RHOU, KIF2C, PPARG, MOCS1, SGK2, RAPGEF3, DDR2, ADCY4, FIGN, TYMS, GNAI1, EGFR, ADCY5, RECQL4, SPP1, RAD54L, XDH, AKR1C1, ATAD2, AKR1C3, AKR1C2, FMO2, NMNAT2, CENPE, FABP4, KIF26A, KIF26B, TRIP13, RERGL, ERCC6L, STEAP4, RASL11B, GIMAP1, BUB1B, GIMAP7, ACTG2, GIMAP8, TUBB3, NEK2, ADIPOQ, KMO, MELK, RAB31, GPD1, EEF1A2, SLC27A6, ABCG2, PFKFB1, BLM, PFKFB3, PKDCC, NPR1, NPR2, AK5, PKMYT1, ACACB, ORC1, MYH11, STRA6, KL, UBE2C, PTCH1, CAV1, BMX, SELP, KIF18A, GNAL, CPS1, UBE2S, KIF4A, P4HA3, UBE2T, ALB, CDK1, BMPR1B, ABCD2, TAT, PIK3C2G, RND3, RND1, CYP26B1, ALDH2, CNGA1, AOX1, ABCC6, SORD, KCNAB1, ABCC9, TGFBR2, ACTA2, ALDH1A3, ARL4A, MYH3, ALDH1A2, ALDH1A1, CAT, MCM4, MET, UHRF1, DNAH6, TTK, ATP1A2, AURKB, AURKA, CKMT2, PDE11A, ACVR1C, RASD1, PHKG1, RAB25, RAB26, LRIG3, BUB1, NTRK2, POLQ, NTRK3, MAPK10, SBK1, RAD51, MYO15B, MAB21L1, ATP13A5, TEK, FOLR2, FOLR1	1143	2634	18869	1.3474893561615353	0.0036558765280422234	2.289107208701432E-4	2.1594049316562636E-4
GOTERM_MF_ALL	GO:0043167	GO:0043167~ion binding	470	37.69045709703288	2.90407837475975E-6	ABCA12, SMC4, MYLK, GBP5, CUBN, CCBE1, SDS, STARD9, RBP7, ABCA10, BIN1, TYRO3, SPARCL1, MYL9, FREM1, ABCB1, CRABP2, TTYH1, CRABP1, GATA3, ABO, ADAMTS14, PRKAR2B, ADAMTS18, PRDM16, LDHD, PIP5K1B, S100A14, PLK4, MYH7B, GSTM2, SRMS, ABCA5, ABCA6, PLK1, DNAH14, ABCA9, FN1, CDC7, ABCA8, CDC6, CP, COL1A1, EHD2, SQLE, GJB2, MEX3A, COL1A2, DCHS2, HRC, FAT2, PLCH2, FAT4, RET, PYGM, GPT, RNF157, JPH2, AIFM2, TRIM2, MMP28, PBK, COL10A1, RSPO3, RNF150, TK1, RSPO1, ZNF367, TIMP4, HELLS, ZNF483, ANXA1, ANXA3, TESC, F3, CIT, MMP11, TUBB2B, MRAS, KIFC1, PLSCR4, RGN, PPARG, MOCS1, CRYAB, RAPGEF3, RNF165, COL11A1, PRUNE2, ADCY4, FIGN, PTGS2, EGFR, ADCY5, RECQL4, PLAGL1, ABI3BP, SPP1, DMD, RUNX1T1, AOC3, GSN, F10, F12, ATAD2, ADAM33, BBOX1, FMO2, NMNAT2, SULF1, CENPE, COL3A1, FABP4, SMOC1, ZNF219, MSRB3, LGR6, ZNF334, LIMS2, RERGL, RASL11B, PROS1, FGF1, CXCL13, FGF2, FGF7, ZFP36, EFEMP1, CDH2, TUBB3, NEK2, GYG2, TPD52, S100A1, ADIPOQ, FOXP3, FOXP2, MOB3B, MELK, RAB31, ADAM8, ZNF677, DSC3, PFKFB1, BLM, PFKFB3, RNASEH2A, AGAP11, AK5, CYP4F22, PKMYT1, TPO, ORC1, CLCA2, TPPP, ZNF662, ZNF781, ZBTB16, BMX, CXCL10, P4HA3, ALB, CDK1, LHX6, FHL1, MCM10, PIK3C2G, FHL5, ECE2, ADAMTS5, MB, ADAMTS1, EXO1, CNGA1, PGM5, PEG3, DST, SORD, KCNAB1, ASPN, ARL4A, MCM4, BIRC5, ITGA7, DSG1, TRIM59, DSG3, MET, L3MBTL4, PCOLCE2, UHRF1, LRP4, TTK, NDNF, CKMT2, CLEC3B, PHKG1, ABLIM3, RAB25, RAB26, NTRK2, NLGN4X, PCDH9, KCNIP2, NTRK3, SYT15, SYT13, KLF4, KLF2, NELL2, RAD51, MAB21L1, MGP, KLF9, CDO1, FOLR2, FOLR1, EPHB6, HPSE2, MT1L, CPNE7, MT1M, MT1X, ACSM5, CALML3, MKI67, TRIM29, ANPEP, PDK4, PTGDS, EPHB1, TP63, SLC34A2, ACSL1, EBF1, EBF2, EBF3, ESCO2, OVOL1, CYP39A1, SFRP1, TRIB3, SIK2, DNA2, KIF20A, NECAB1, PDE1C, MAOB, MAOA, RRAD, TSHZ2, PCDH19, PCDH18, PCDH17, BRIP1, NUAK2, RACGAP1, NAALAD2, PCK1, TRPM6, SPTBN1, EGR1, EGR2, EGR3, BCL11A, STAC, XRCC2, ADHFE1, ST8SIA2, PDE2A, MICAL2, PTK6, HSPA12B, TF, CD209, APOBEC3B, RYR1, DIRAS3, TOP2A, ECM2, KIF14, HBB, DOC2B, VLDLR, KIF11, RYR3, KIF15, CRTAC1, CTSG, ACADS, CD34, MME, BHMT2, KIF23, HBA2, SYN2, RHOJ, KIT, MPPED2, RHOU, KIF2C, MFGE8, DNASE1L3, SGK2, MATN3, MATN2, DDR2, TNXB, ADH1C, ADH1B, ADH1A, HAAO, PTN, TYMS, CRIP1, GNAI1, EGFLAM, RELN, RAD54L, XDH, AKR1C1, AKR1C3, AKR1C2, PLEKHA4, SH3RF2, KIF26A, KIF26B, STAC2, SAA1, TRIP13, ERCC6L, STEAP4, AMY2B, GIMAP1, LOXL4, BUB1B, NR3C1, GIMAP7, ACTG2, GIMAP8, CELSR3, CLGN, NR3C2, COMP, CAPN9, SCN9A, ENPP2, CAPN3, SVEP1, ENPP3, PDE8B, PAMR1, POSTN, OSR1, LMO3, VWDE, KMO, NPNT, MID1, ADAM19, ADAM12, EEF1A2, MASP2, PDE9A, ABCG2, FBN2, PKDCC, NPR1, NPR2, NPR3, LTBP4, DTX1, LPL, ACACB, FBLN5, CYP11A1, CDH23, MYH11, LONRF3, UBE2C, PTCH1, SYT8, LRP1B, SELP, NR4A1, KIF18A, GNAL, NR4A3, COL5A1, CPS1, UBE2S, UBE2T, KIF4A, COL5A2, ALPL, BMPR1B, FGF10, ABCD2, PCDHGB7, THRB, PCDHGB4, TAT, PDE3B, LAMC2, SOBP, RND3, RND1, CALB2, CYP26B1, CA3, CA4, AOX1, PTGIS, PCDHGA2, MMP3, ABCC6, PLA2G4A, ABCC9, MYRIP, MMP9, KLF15, TGFBR2, ACTA2, EPN3, TGFBR3, ALDH1A3, GREM2, VCAN, MYH3, MMRN1, CAT, CDH11, CASQ2, ZMYND10, CREB5, LTF, NRXN1, DNAH6, PKD1L2, PRELP, ATP1A2, NCALD, AURKB, AURKA, PDLIM3, PDE11A, ACVR1C, RASD1, SNCG, LRIG3, SLIT3, PDLIM4, BUB1, SNCA, POLQ, RRM2, PLA2G2A, HAGHL, S100B, SOD3, CAPN13, MAPK10, CAPN11, SBK1, MYO15B, XPNPEP2, ATP13A5, S100P, PDE7B, TEK	1143	6559	18869	1.182940446211566	0.00480628568551944	2.8340388374861324E-4	2.6734603861758874E-4
GOTERM_MF_ALL	GO:0004714	GO:0004714~transmembrane receptor protein tyrosine kinase activity	23	1.8444266238973537	7.193809219574233E-6	EPHB6, RET, NTRK2, PKDCC, SRMS, NTRK3, CRIM1, TTK, PTK6, BMX, EGFR, NELL2, EFNA3, MELK, EFEMP1, EFNB3, KIT, PBK, TYRO3, TEK, MET, EPHB1, DDR2	1143	127	18869	2.9896942016106256	0.01186363788488709	6.630294164040919E-4	6.254617460352041E-4
GOTERM_MF_ALL	GO:0038024	GO:0038024~cargo receptor activity	18	1.4434643143544506	9.384380042922009E-6	CUBN, SCARA5, HPN, LOXL4, PRG4, VLDLR, HMMR, PRSS12, LYVE1, LRP1B, MARCO, MRC1, ENPP2, OLR1, SDC1, CD36, FOLR2, FOLR1	1143	84	18869	3.537495313085864	0.015448192907990044	8.194045521688217E-4	7.729765666933128E-4
GOTERM_MF_ALL	GO:1990939	GO:1990939~ATP-dependent microtubule motor activity	15	1.202886928628709	1.2606699897973098E-5	DNAH6, STARD9, DNAH14, KIF14, KIF23, KIF11, KIF15, CENPE, KIF18A, KIF26A, KIFC1, KIF4A, KIF26B, KIF2C, KIF20A	1143	61	18869	4.059420851082139	0.020697452551438844	0.0010457257565368685	9.864742670163949E-4
GOTERM_MF_ALL	GO:0030020	GO:0030020~extracellular matrix structural constituent conferring tensile strength	12	0.9623095429029671	2.2312342175844268E-5	COL17A1, COL1A1, COL3A1, COL1A2, COL5A1, COL14A1, COL11A1, COL12A1, COL5A2, COL4A6, COL10A1, COL6A6	1143	41	18869	4.831700915434351	0.03633985058972811	0.0017626750318916972	0.0016628007383426798
GOTERM_MF_ALL	GO:0042802	GO:0042802~identical protein binding	178	14.274258219727345	2.4590706701058757E-5	HJURP, DEFB1, AQP5, NR3C1, GIMAP7, FGF2, SLC4A4, AQP1, AKR7A3, CDH2, TRIM29, TNN, LEPR, CAPN3, SLC16A7, SOX6, TP63, WLS, TPD52, CUBN, GBP5, DGAT2, SDS, S100A1, ADIPOQ, SOX10, MID1, FOXP3, FOXP2, CLDN5, SFRP1, BIN1, CLDN8, GPD1, MASP2, PDE9A, ATF3, ABCG2, PFKFB1, NECAB1, BLM, MAOB, NPR2, NPR3, LPL, GATA3, ADRB2, APCDD1, ACACB, FBLN5, HSD11B1, LDHB, SLC9A3R1, TPPP, IGFBP6, ECT2, PLK4, CADM3, STIL, GSTM2, JUN, BCL11A, CAV2, FZD4, ZBTB16, CAV1, PDE2A, PLK1, FN1, CIDEA, PYCR1, PTK6, INHBA, NDC80, COL1A1, RCAN1, NR4A1, EHD2, PM20D2, GJB2, NR4A3, COL1A2, PIP, GIPC2, ALB, SDC1, AMOTL1, MRAP2, GSTM5, TOP2A, MYOM1, ABCD2, CITED1, HSPB6, TAT, MCM10, PTH1R, BRCA2, GHR, ADAMTSL4, C1QTNF6, HEY2, RBPMS2, AOX1, OLR1, HMGCS2, TK1, CEP55, ANXA1, VWF, DST, MME, GPX3, TESC, SORD, FOS, SYN2, MMP9, ADRA2A, CNKSR2, CLDN11, GREM2, ALDH1A3, ADORA2A, CEACAM6, CAT, KIT, CASQ2, BIRC5, PPARG, ANGPTL4, CRYAB, MET, PAFAH1B3, MGLL, CREB5, PLIN5, CEBPA, UHRF1, LRP4, TTK, PTGS2, TYMS, RASIP1, EGFR, CNR1, AGR2, HAS3, FLNC, XDH, PDLIM4, SNCA, AOC3, NTRK2, POLQ, RRM2, NLGN4X, ANGPT1, KCNIP2, IL34, BBOX1, PLEKHA4, S100B, SNCAIP, TBX15, CENPF, RAD51, DES, FAP, PRC1, PLP1, C16ORF89, S100P, THRSP, PTX3, TEK, TRIP13, MAD2L1	1143	2186	18869	1.3442266423010025	0.039975509613363935	0.0018331444953903339	0.0017292773570137866
GOTERM_MF_ALL	GO:0001228	GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	53	4.250200481154772	2.541429981553808E-5	FOXA1, CSRNP1, CSRNP3, FOXI1, TFCP2L1, HOXC13, NR3C1, MEOX2, MEOX1, HOXC10, HOXA10, SOX17, CREB3L1, MYBL2, HOXA7, PITX1, HOXA5, TP63, EBF2, SOX11, EBF3, FOS, SOX10, KLF15, ERG, ATF3, CEBPA, FOXC1, HLF, EPAS1, LEF1, GATA3, FOXO1, STOX2, PLAGL1, PRDM16, E2F2, NDN, ALX4, EGR1, ARNT2, JUN, EGR2, EGR3, IRX6, ZBTB16, KLF4, MEIS2, NR4A1, NR4A3, NFIB, MAFF, FOSB	1143	475	18869	1.8419800156559376	0.041286367444838046	0.0018331444953903339	0.0017292773570137866
GOTERM_MF_ALL	GO:0042562	GO:0042562~hormone binding	18	1.4434643143544506	3.274992848765511E-5	ADCYAP1R1, OXTR, THRB, NPR1, NPR2, NPR3, PTH2R, ATP1A2, INHBA, PTH1R, NR3C1, EGFR, GHR, ALDH1A3, EDNRB, ALDH1A1, LEPR, RAMP1	1143	92	18869	3.229887024991441	0.052883355818679534	0.0022638388067091593	0.0021355682534658434
GOTERM_MF_ALL	GO:0044877	GO:0044877~macromolecular complex binding	121	9.703287890938253	3.494225882012058E-5	FHOD3, ICAM2, IRS2, FGF1, FGF2, COMP, CDC20, ZFP36, TNN, CFL2, EPHB1, TMOD1, CCBE1, KRT8, MAPK8IP2, NPNT, RBP4, BIN1, LGALS12, PKP1, SPARCL1, TLN2, KCNE1, CDCA5, LTBP4, LPL, ADRB2, EVPL, IQGAP3, FBLN5, FAM83H, SLC9A3R1, MYH11, CLSPN, SPTBN1, GPIHBP1, MYH7B, JUN, FZD4, CAV1, PTCH1, PLK1, FN1, ISG15, INHBA, IGF1, CORO2B, FERMT1, GNAL, CXCL12, COL5A1, CPS1, UBE2S, PIP, NES, EZH2, CDKN1C, MYOM1, SYNM, ECM2, COL14A1, VLDLR, MYOM2, CX3CL1, ADAMTS5, ESM1, NUF2, CNGA1, FCER1A, CD36, VWF, DST, NRG1, FOS, MMP9, ASPN, DCN, ADRA2A, TGFBR2, TGFBR3, MYH3, ADORA2A, ITGA7, MFGE8, CRYAB, PAFAH1B3, DDR2, LRRC15, TAGLN, TNXB, PCOLCE2, UHRF1, LAMA3, TTK, PTN, EGFR, GNAI1, ABLIM3, PTPRZ1, EPCAM, ABI3BP, SPP1, DMD, FLNC, FCGR1A, WASF3, JAM2, SNCA, ARNT2, GSN, LAMB3, KCNIP2, SORBS1, CENPE, COL3A1, CENPF, KRT19, FAP, ADM2, KRT14, PLP1	1143	1384	18869	1.4432844557725082	0.05632195043219035	0.0023187682953032017	0.0021873854021395482
GOTERM_MF_ALL	GO:0004713	GO:0004713~protein tyrosine kinase activity	24	1.9246190858059342	3.895248205339334E-5	EPHB6, RET, NTRK2, PKDCC, SRMS, NPR2, NTRK3, CRIM1, TTK, PTK6, BMX, EGFR, NELL2, EFNA3, MELK, EFEMP1, EFNB3, KIT, PBK, TYRO3, TEK, MET, EPHB1, DDR2	1143	151	18869	2.6238375832160057	0.06257959526343271	0.002485467989483829	0.0023446397851369454
GOTERM_MF_ALL	GO:0050839	GO:0050839~cell adhesion molecule binding	57	4.570970328789094	4.668480022460096E-5	ECM2, ICAM2, FGF1, FGF2, CX3CL1, COMP, ADAMTS5, ESM1, CDH2, TNN, TRIM29, POSTN, ANXA1, VWF, DST, NRG1, OLFM4, NPNT, GPRC5A, LGALS12, CDH11, PKP1, ITGA7, ADAM8, TLN2, MFGE8, TNXB, NRXN1, LAMA3, LTBP4, PTN, EVPL, FBLN5, EGFR, CCNB2, PTPRZ1, EPCAM, SPP1, CDH23, DMD, PROM1, SPTBN1, JAM2, NLGN4X, FN1, ISG15, IGF1, ANLN, FERMT1, COL3A1, KRT18, DIAPH3, CXCL12, COL5A1, FAP, S100P, TJP3	1143	536	18869	1.755548047165746	0.07452845362620897	0.0028542421310290174	0.002692518948197958
GOTERM_MF_ALL	GO:0042803	GO:0042803~protein homodimerization activity	71	5.693664795509222	4.817286297095388E-5	TOP2A, MYOM1, ABCD2, HSPB6, CITED1, PTH1R, GIMAP7, GHR, RBPMS2, AOX1, SOX6, TPD52, GBP5, CUBN, DGAT2, SDS, DST, MME, S100A1, TESC, ADIPOQ, MID1, FOXP3, ADRA2A, FOXP2, ALDH1A3, GPD1, CAT, KIT, CASQ2, BIRC5, CRYAB, PAFAH1B3, MGLL, ATF3, ABCG2, CEBPA, BLM, NPR3, LPL, LRP4, ADRB2, TYMS, PTGS2, RASIP1, FBLN5, HSD11B1, TPPP, ECT2, XDH, PDLIM4, NTRK2, GSTM2, CADM3, NLGN4X, RRM2, FZD4, BCL11A, CAV2, ZBTB16, PDE2A, CIDEA, S100B, TBX15, CENPF, NR4A3, FAP, C16ORF89, S100P, THRSP, MAD2L1	1143	716	18869	1.6369973655527696	0.0768104519132572	0.0028542421310290174	0.002692518948197958
GOTERM_MF_ALL	GO:0003777	GO:0003777~microtubule motor activity	15	1.202886928628709	5.5019606890572576E-5	DNAH6, STARD9, DNAH14, KIF14, KIF23, KIF11, KIF15, CENPE, KIF18A, KIF26A, KIFC1, KIF4A, KIF26B, KIF2C, KIF20A	1143	69	18869	3.588763361101601	0.08723793382531131	0.003147500959705514	0.0029691615442671063
GOTERM_MF_ALL	GO:0001664	GO:0001664~G-protein coupled receptor binding	38	3.0473135525260626	5.770997760093998E-5	CXCL9, ADM, DEFB1, CXCL13, CXCL14, CXCL2, GNAI1, CX3CL1, SLC9A3R1, EDNRB, WNT11, PALM, S1PR1, RSPO3, RSPO1, S100A14, CTHRC1, WLS, NMB, EDN1, EDN2, CCL21, CAV2, WNT7B, ADRA2A, CXCL10, MARCO, SFRP1, GPRC5B, GNAL, CXCL12, ADORA2A, PPP1R1B, SAA1, AGTR1, NES, CCL28, MRAP2	1143	309	18869	2.030148335017993	0.09130303802127626	0.0031913617613319807	0.0030105371648490352
GOTERM_MF_ALL	GO:0005518	GO:0005518~collagen binding	15	1.202886928628709	7.650280058343493E-5	CCBE1, LRRC15, TNXB, ECM2, PCOLCE2, VWF, COL14A1, FN1, MMP9, DCN, ASPN, COMP, ABI3BP, SPARCL1, DDR2	1143	71	18869	3.4876714354367677	0.11919850936693699	0.004094133747352211	0.0038621575133250216
GOTERM_MF_ALL	GO:0008017	GO:0008017~microtubule binding	35	2.8067361668003206	8.609614486078528E-5	CCDC69, KIF14, KIF11, SKA1, KIF15, C10ORF90, RACGAP1, CAPN6, NUSAP1, TPPP, FAM83D, GTSE1, DLGAP5, SNCA, DST, SPAG5, PLK1, STARD9, KIF23, MID1, CENPE, TPX2, KIF18A, CENPF, MAP7D3, PRC1, KIF26A, KIFC1, KIF4A, KIF26B, CLIP4, BIRC5, KIF2C, KIF20A, CRYAB	1143	280	18869	2.063538932633421	0.13310693887949054	0.004463547010126337	0.00421063958459778
GOTERM_MF_ALL	GO:0000166	GO:0000166~nucleotide binding	177	14.194065757818766	1.0331718078587619E-4	EPHB6, RERGL, ERCC6L, STEAP4, RASL11B, GIMAP1, BUB1B, ACSM5, ABCA12, MKI67, SMC4, GIMAP7, ACTG2, GIMAP8, MYLK, TUBB3, PDK4, NEK2, EPHB1, GBP5, ACSL1, STARD9, KMO, ABCA10, RAB31, MELK, GPD1, EEF1A2, TYRO3, SLC27A6, TRIB3, KIF20A, SIK2, DNA2, ABCG2, PFKFB1, BLM, PKDCC, PFKFB3, ABCB1, MAOB, NPR1, MAOA, RRAD, NPR2, AK5, PKMYT1, ACACB, ABO, HSD11B1, LDHB, BRIP1, NUAK2, ORC1, PRKAR2B, LDHD, MYH11, PIP5K1B, PCK1, TRPM6, PLK4, MYH7B, SRMS, ABCA5, UBE2C, ABCA6, XRCC2, PDE2A, DNAH14, PLK1, ABCA9, MICAL2, PTK6, CDC7, ABCA8, CDC6, BMX, HSPA12B, SQLE, EHD2, KIF18A, GNAL, CPS1, UBE2S, KIF4A, UBE2T, CDK1, BMPR1B, RET, RYR1, DIRAS3, TOP2A, ABCD2, KIF14, PIK3C2G, PYGM, KIF11, RND3, RND1, KIF15, ALDH2, AIFM2, PBK, CNGA1, AOX1, TK1, ACADS, HELLS, ABCC6, SORD, KIF23, ABCC9, KCNAB1, SYN2, CIT, TGFBR2, ACTA2, ALDH1A3, TUBB2B, ARL4A, MYH3, MRAS, KIFC1, PLSCR4, RHOJ, CAT, ALDH1A1, KIT, MPPED2, MCM4, RHOU, KIF2C, SGK2, MET, MOCS1, RAPGEF3, DDR2, UHRF1, DNAH6, ADCY4, FIGN, TTK, ATP1A2, EGFR, GNAI1, AURKB, ADCY5, AURKA, CKMT2, RECQL4, PDE11A, ACVR1C, RASD1, RAB25, PHKG1, RAB26, RAD54L, LRIG3, XDH, BUB1, NTRK2, POLQ, NTRK3, ATAD2, FMO2, NMNAT2, MAPK10, CENPE, RAD51, SBK1, MYO15B, KIF26A, KIF26B, MAB21L1, ATP13A5, TEK, TRIP13	1143	2229	18869	1.3108887970430345	0.15752564634241173	0.00517914291717868	0.004885689370334317
GOTERM_MF_ALL	GO:1901265	GO:1901265~nucleoside phosphate binding	177	14.194065757818766	1.0614277226285418E-4	EPHB6, RERGL, ERCC6L, STEAP4, RASL11B, GIMAP1, BUB1B, ACSM5, ABCA12, MKI67, SMC4, GIMAP7, ACTG2, GIMAP8, MYLK, TUBB3, PDK4, NEK2, EPHB1, GBP5, ACSL1, STARD9, KMO, ABCA10, RAB31, MELK, GPD1, EEF1A2, TYRO3, SLC27A6, TRIB3, KIF20A, SIK2, DNA2, ABCG2, PFKFB1, BLM, PKDCC, PFKFB3, ABCB1, MAOB, NPR1, MAOA, RRAD, NPR2, AK5, PKMYT1, ACACB, ABO, HSD11B1, LDHB, BRIP1, NUAK2, ORC1, PRKAR2B, LDHD, MYH11, PIP5K1B, PCK1, TRPM6, PLK4, MYH7B, SRMS, ABCA5, UBE2C, ABCA6, XRCC2, PDE2A, DNAH14, PLK1, ABCA9, MICAL2, PTK6, CDC7, ABCA8, CDC6, BMX, HSPA12B, SQLE, EHD2, KIF18A, GNAL, CPS1, UBE2S, KIF4A, UBE2T, CDK1, BMPR1B, RET, RYR1, DIRAS3, TOP2A, ABCD2, KIF14, PIK3C2G, PYGM, KIF11, RND3, RND1, KIF15, ALDH2, AIFM2, PBK, CNGA1, AOX1, TK1, ACADS, HELLS, ABCC6, SORD, KIF23, ABCC9, KCNAB1, SYN2, CIT, TGFBR2, ACTA2, ALDH1A3, TUBB2B, ARL4A, MYH3, MRAS, KIFC1, PLSCR4, RHOJ, CAT, ALDH1A1, KIT, MPPED2, MCM4, RHOU, KIF2C, SGK2, MET, MOCS1, RAPGEF3, DDR2, UHRF1, DNAH6, ADCY4, FIGN, TTK, ATP1A2, EGFR, GNAI1, AURKB, ADCY5, AURKA, CKMT2, RECQL4, PDE11A, ACVR1C, RASD1, RAB25, PHKG1, RAB26, RAD54L, LRIG3, XDH, BUB1, NTRK2, POLQ, NTRK3, ATAD2, FMO2, NMNAT2, MAPK10, CENPE, RAD51, SBK1, MYO15B, KIF26A, KIF26B, MAB21L1, ATP13A5, TEK, TRIP13	1143	2230	18869	1.3103009545331497	0.16146604636181094	0.00517914291717868	0.004885689370334317
