TERM_ID	TERM_LABEL_FULL	OVERLAP	P_VALUE	ADJUSTED_P_VALUE	OLD_P_VALUE	OLD_ADJUSTED_P_VALUE	ODDS_RATIO	COMBINED_SCORE	GENES
GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity (GO:0004114)	7/21	1.8717062846825006E-4	0.011089859736743816	0	0	7.595218800648298	65.19348390496378	PDE11A;PDE1C;PDE3B;PDE2A;PDE7B;PDE8B;PDE9A
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)	38/333	2.1474778173694218E-4	0.011745051754997377	0	0	1.9770686278653649	16.698413221950666	FOXA1;CEBPA;FOXC1;HLF;LEF1;FOXI1;GATA3;TFCP2L1;MEOX2;NR3C1;HOXC10;FOXO1;HOXA10;SOX17;CREB3L1;PLAGL1;PRDM16;ALX4;E2F2;MYBL2;HOXA7;HOXA5;EGR1;EGR2;JUN;IRX6;ZBTB16;SOX11;KLF4;SOX10;KLF15;MEIS2;NR4A1;NR4A3;NFIB;MAFF;ERG;ATF3
GO:0042803	protein homodimerization activity (GO:0042803)	62/636	2.8104970756775033E-4	0.01427331014861932	0	0	1.6660164965880848	13.62298192127473	TOP2A;MYOM1;ABCD2;CITED1;HSPB6;PTH1R;GIMAP7;GHR;RBPMS2;AOX1;SOX6;TPD52;GBP5;CUBN;SDS;DGAT2;MME;S100A1;TESC;ADIPOQ;FOXP3;MID1;FOXP2;ADRA2A;ALDH1A3;KIT;CAT;CASQ2;CRYAB;PAFAH1B3;ATF3;MGLL;ABCG2;CEBPA;BLM;NPR3;LPL;ADRB2;RASIP1;FBLN5;HSD11B1;TPPP;ECT2;XDH;PDLIM4;NTRK2;CADM3;GSTM2;NLGN4X;FZD4;CAV2;ZBTB16;PDE2A;CIDEA;S100B;MLXIPL;CENPF;NR4A3;FAP;C16ORF89;S100P;MAD2L1
GO:0004713	protein tyrosine kinase activity (GO:0004713)	17/108	3.4418884111116194E-4	0.015717024801608793	0	0	2.8492063492063493	22.72048344383608	EPHB6;RET;NTRK2;PKDCC;SRMS;NTRK3;PTK6;TTK;BMX;EGFR;MELK;KIT;TYRO3;TEK;EPHB1;MET;DDR2
GO:0004112	cyclic-nucleotide phosphodiesterase activity (GO:0004112)	7/23	3.536883218364848E-4	0.015717024801608793	0	0	6.645107374392221	52.80929613032522	PDE11A;PDE1C;PDE3B;PDE2A;PDE7B;PDE8B;PDE9A
GO:0045499	chemorepellent activity (GO:0045499)	7/25	6.217183701350853E-4	0.026002456539179153	0	0	5.906131820637493	43.60510913341674	SEMA5B;SEMA6A;SEMA3D;SEMA3A;SEMA6D;SEMA3G;NRG1
GO:0008236	serine-type peptidase activity (GO:0008236)	18/125	7.048181740972856E-4	0.027840317876842782	0	0	2.5655924989110583	18.619968941817916	CFD;F10;F12;HPN;KLK5;MMP9;PRSS12;F3;KLK10;KLK7;KLK11;KLK6;FAP;NAALAD2;MASP2;CTSG;PRSS8;CORIN
GO:0004029	aldehyde dehydrogenase (NAD+) activity (GO:0004029)	5/13	7.713648899663717E-4	0.0288652861455837	0	0	9.48169498381877	67.95861732529086	ALDH1A3;ALDH1L1;ALDH2;ALDH1A2;ALDH1A1
GO:0001758	retinal dehydrogenase activity (GO:0001758)	4/8	8.437242401243316E-4	0.029994396736419984	0	0	15.161681487469684	107.30960331081745	ALDH1A3;ALDH1A2;ALDH1A1;AKR1C3
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen (GO:0016709)	8/36	0.001364718201204827	0.04270103792075926	0	0	4.340400880546866	28.632788290377782	SQLE;CYP26B1;AKR1C1;AKR1C3;AKR1C2;MICAL2;FMO2;KMO
GO:0004022	alcohol dehydrogenase (NAD+) activity (GO:0004022)	4/9	0.0014441987514081831	0.04270103792075926	0	0	12.128698464025868	79.3241210747786	ADH1C;ADH1B;ADHFE1;ADH1A
GO:0015631	tubulin binding (GO:0015631)	33/307	0.0015085737298580193	0.04270103792075926	0	0	1.8429599506936722	11.972956336611897	CCDC69;KIF14;BRCA2;SKA1;NCALD;KIF15;C10ORF90;RACGAP1;CAPN6;NUSAP1;TPPP;FAM83D;GTSE1;DLGAP5;SNCA;DST;SPAG5;STARD9;PLK1;KIF23;MID1;TPX2;CENPE;TPPP3;KIF18A;MAP7D3;KIFC1;KIF26A;PRC1;KIF26B;BIRC5;KIF2C;KIF20A
GO:0001067	transcription regulatory region nucleic acid binding (GO:0001067)	25/212	0.0015345753750093756	0.04270103792075926	0	0	2.0418484379397692	13.230160148858362	FOXA1;CEBPA;FOXC1;FOXI1;GATA3;HOXC13;SOX17;CREB3L1;PRDM16;SOX6;SOX7;SOX5;SNCA;EGR1;EGR2;JUN;SOX11;FOS;KLF4;SOX10;KLF15;PER1;TAL1;PPARG;ATF3
GO:0004222	metalloendopeptidase activity (GO:0004222)	13/82	0.0015448830784937032	0.04270103792075926	0	0	2.867511683897465	18.560849840181085	MME;MMP3;ADAM33;ECE2;MMP9;ADAM19;ADAMTS5;MMP11;ADAMTS14;ADAMTS1;ADAMTSL4;ADAMTS18;MMP28
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity (GO:0004030)	5/15	0.001621558402054149	0.04270103792075926	0	0	7.584546925566343	48.72591764733507	ALDH1A3;ALDH1L1;ALDH2;ALDH1A2;ALDH1A1
GO:0004198	calcium-dependent cysteine-type endopeptidase activity (GO:0004198)	5/15	0.001621558402054149	0.04270103792075926	0	0	7.584546925566343	48.72591764733507	CAPN13;CAPN11;CAPN9;CAPN6;CAPN3
GO:0086006	voltage-gated sodium channel activity involved in cardiac muscle cell action potential (GO:0086006)	3/5	0.0021677184160265504	0.04521127554934245	0	0	22.726575121163165	139.40663186795325	SCN3B;SCN4B;SCN2B
GO:0048248	CXCR3 chemokine receptor binding (GO:0048248)	3/5	0.0021677184160265504	0.04521127554934245	0	0	22.726575121163165	139.40663186795325	CXCL10;CXCL9;CXCL13
GO:0062037	D-loop DNA binding (GO:0062037)	3/5	0.0021677184160265504	0.04521127554934245	0	0	22.726575121163165	139.40663186795325	RAD51AP1;RECQL4;BLM
GO:0047086	ketosteroid monooxygenase activity (GO:0047086)	3/5	0.0021677184160265504	0.04521127554934245	0	0	22.726575121163165	139.40663186795325	AKR1C1;AKR1C3;AKR1C2
GO:0008301	DNA binding, bending (GO:0008301)	5/16	0.0022390633917665098	0.04521127554934245	0	0	6.894674904383642	42.069221518396304	TOP2A;FOXC1;LEF1;FOXI1;HMGB3
GO:0003690	double-stranded DNA binding (GO:0003690)	59/651	0.002249268956698455	0.04521127554934245	0	0	1.5317787648054146	9.339484932127165	FOXA1;THRB;FOXI1;HMGB3;TFCP2L1;HOXC13;MEOX2;NR3C1;MEOX1;HOXC10;NR3C2;HOXA10;CREB3L1;HEY2;MYBL2;HOXA7;PITX1;SOX7;HOXA5;HOXA4;HES6;OSR1;FOS;OVOL1;SOX10;FOXP3;KLF15;ELF5;PPARG;ERG;ATF3;CREB5;HLF;UHRF1;LEF1;GATA3;EGFR;RAD51AP1;E2F1;ALX4;E2F2;SPDEF;IRX1;EGR1;ARNT2;JUN;EGR2;TCF7L1;EGR3;KLF4;MEIS2;KLF2;NR4A1;TBX15;RAD51;NFIB;MAFF;FOSB;LHX6
GO:0030215	semaphorin receptor binding (GO:0030215)	6/23	0.0022797935894559324	0.04521127554934245	0	0	5.356132412479162	32.584944061243284	SEMA5B;SEMA6A;SEMA3D;SEMA6D;SEMA3A;SEMA3G
GO:0005104	fibroblast growth factor receptor binding (GO:0005104)	6/23	0.0022797935894559324	0.04521127554934245	0	0	5.356132412479162	32.584944061243284	KLB;KL;FGF7;FGF1;FGF2;FGF10
GO:0035497	cAMP response element binding (GO:0035497)	4/10	0.0022891785088274656	0.04521127554934245	0	0	10.106709781729991	61.44437131674876	JUN;NR4A3;CREB3L1;CREB5
GO:0043565	sequence-specific DNA binding (GO:0043565)	63/707	0.002425989368012092	0.046618336233962096	0	0	1.5043459806599246	9.058443167913174	FOXA1;CSRNP1;CSRNP3;THRB;FOXI1;TFCP2L1;HOXC13;MEOX2;NR3C1;MEOX1;HOXC10;NR3C2;HOXA10;CREB3L1;HEY2;MYBL2;HOXA7;PITX1;SOX7;HOXA5;HOXA4;HES6;OSR1;FOS;OVOL1;SOX10;FOXP3;KLF15;FOXP2;ELF5;PPARG;ERG;ATF3;CREB5;FOXC1;HLF;UHRF1;EPAS1;LEF1;GATA3;FOXO1;PRDM16;E2F1;ALX4;E2F2;PPARGC1A;SPDEF;IRX1;EGR1;ARNT2;JUN;EGR2;TCF7L1;EGR3;KLF4;MEIS2;KLF2;NR4A1;TBX15;NFIB;MAFF;FOSB;LHX6
GO:0019887	protein kinase regulator activity (GO:0019887)	14/98	0.002855227462594521	0.053422808576439586	0	0	2.5366748166259168	14.861372637317668	CDKN1C;CCNA2;CCNB2;CXCL10;TPX2;CCNB1;GPRC5B;GPRC5A;WNT11;CCNE2;CCNE1;PRKAR2B;PPP1R1B;SNCA
GO:0045236	CXCR chemokine receptor binding (GO:0045236)	5/17	0.003011481353768162	0.05490162160331188	0	0	6.319781553398058	36.68837432662807	CXCL10;CXCL9;CXCL12;CXCL13;CXCL2
GO:0042379	chemokine receptor binding (GO:0042379)	9/50	0.003301241876214128	0.05747362978212314	0	0	3.3350886917960088	19.05488434823901	CXCL10;CXCL9;CXCL12;CCL21;S100A14;CXCL13;CXCL2;CCL28;CX3CL1
GO:0008237	metallopeptidase activity (GO:0008237)	16/121	0.003314231815846764	0.05747362978212314	0	0	2.3204198250728862	13.248505239342803	MME;MMP3;ADAM33;ECE2;MMP9;ADAM19;ADAMTS5;MMP11;ADAMTS14;ADAMTS1;ADAMTSL4;ANPEP;ADAMTS18;ADAM12;MMP28;ADAM8
GO:0048407	platelet-derived growth factor binding (GO:0048407)	4/11	0.003421597335388498	0.05792275489193385	0	0	8.66243215151865	49.18223867285681	COL1A1;COL3A1;COL1A2;COL5A1
GO:0004675	transmembrane receptor protein serine/threonine kinase activity (GO:0004675)	5/18	0.003959091224405066	0.06546311303609306	0	0	5.833333333333333	32.26848781822708	TGFBR3;LTBP4;SOSTDC1;BMPR1B;TGFBR2
GO:0031402	sodium ion binding (GO:0031402)	3/6	0.00413544587467964	0.06682504583857328	0	0	15.150242326332794	83.14695584814477	SLC34A2;CAPN3;ATP1A2
GO:0003677	DNA binding (GO:0003677)	69/811	0.0047536675980578	0.07385803588706637	0	0	1.429552312263691	7.646444921590277	FOXA1;TOP2A;CSRNP1;CSRNP3;THRB;FOXI1;HMGB3;MCM10;BRCA2;MEOX2;MEOX1;OASL;EXO1;AIFM2;HEY2;HOXA7;SOX6;TP63;HOXA5;FOXP3;SOX10;FOXP2;SLPI;MCM4;PPARG;ERG;DNA2;DNASE1L3;CEBPA;BLM;FOXC1;HLF;EPAS1;TSHZ2;LEF1;GATA3;EGFR;FOXO1;RAD51AP1;BRIP1;CDC45;ORC1;PLAGL1;PRDM16;E2F1;E2F2;ALX4;CLSPN;PPARGC1A;SPDEF;IRX1;EGR1;CDT1;POLQ;JUN;EGR2;TCF7L1;ZBTB16;MEIS2;KLF2;MLXIPL;NR4A1;RAD51;NR4A3;NFIB;ZNF219;MAFF;ALB;FOSB
GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity (GO:0004115)	4/12	0.004882317421507903	0.07385803588706637	0	0	7.579223928860146	40.337655145487155	PDE3B;PDE2A;PDE7B;PDE8B
GO:0005024	transforming growth factor beta-activated receptor activity (GO:0005024)	4/12	0.004882317421507903	0.07385803588706637	0	0	7.579223928860146	40.337655145487155	TGFBR3;LTBP4;BMPR1B;TGFBR2
GO:0019900	kinase binding (GO:0019900)	43/461	0.005060443291048288	0.07495781624865278	0	0	1.5749195229689035	8.325498952509278	SHC4;MYOM1;CEBPA;KIF14;KIF11;PTN;FOXM1;NR3C1;RND3;MYOM2;EGFR;AURKB;RND1;AURKA;FAM83H;GHR;ZFP36;CCNB1;RACGAP1;FAM83D;GSN;CAV2;CAV1;PLK1;ANK2;CDC6;MAPK8IP2;CDC25A;ADRA2A;CIT;CNKSR2;CCNA2;ACTA2;TPX2;PER1;GPRC5B;NR4A3;PRC1;EEF1A2;CKS2;SPRY2;TRIB3;KIF20A
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor (GO:0016620)	5/20	0.006460321658765048	0.09320256673896747	0	0	5.055016181229774	25.4877766265894	ALDH1A3;ALDH2;ALDH1A2;ALDH1A1;AKR1C3
GO:0008009	chemokine activity (GO:0008009)	8/46	0.006798093184867451	0.09320256673896747	0	0	3.1964826909121955	15.954006696827602	CXCL10;CXCL9;CXCL12;CCL21;CXCL13;CXCL2;CCL28;CX3CL1
GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555)	3/7	0.0069042850010020895	0.09320256673896747	0	0	11.362075928917609	56.5332932157787	PDE1C;PDE2A;PDE9A
GO:0004024	alcohol dehydrogenase activity, zinc-dependent (GO:0004024)	3/7	0.0069042850010020895	0.09320256673896747	0	0	11.362075928917609	56.5332932157787	ADH1C;ADH1B;ADH1A
GO:0017080	sodium channel regulator activity (GO:0017080)	7/37	0.006947589363101654	0.09320256673896747	0	0	3.541410048622366	17.598543329638254	FXYD1;PRSS8;SCN3B;SCN4B;SGK2;GPLD1;SCN2B
GO:0001664	G protein-coupled receptor binding (GO:0001664)	17/143	0.007474084082245661	0.09840877374956787	0	0	2.0539021164021163	10.056549066924054	CCL21;PTCH1;WNT7B;PTCH2;ADM;GNAI1;MARCO;SFRP1;GPRC5B;CXCL12;GNAL;WNT11;AGTR1;S1PR1;SAA1;S100A14;RSPO1
GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0033764)	5/21	0.008053089061815424	0.10410447859910485	0	0	4.7388248381877025	22.84918947974441	HSD11B1;AKR1C1;HSD17B2;AKR1C3;AKR1C2
GO:0019901	protein kinase binding (GO:0019901)	45/506	0.009706579264071376	0.12285886621930253	0	0	1.493427114241978	6.9219620174165	SHC4;TOP2A;PDE3B;ADCY4;KIF14;KIF11;PTN;FOXM1;NR3C1;PHYHIP;RND3;RND1;AURKA;FAM83H;GHR;ZFP36;PARD6B;CCNB1;RACGAP1;PRKAR2B;FAM83D;DUSP1;CAV2;CAV1;PLK1;ANK2;MAPK8IP2;DUSP6;CDC25A;ADRA2A;CIT;NELL2;CNKSR2;CCNA2;ACTA2;TPX2;GPRC5B;NR4A3;PRC1;BANK1;EEF1A2;CKS2;SPRY2;TRIB3;KIF20A
GO:0001540	amyloid-beta binding (GO:0001540)	11/80	0.01024406451767944	0.12285886621930253	0	0	2.422410745846589	11.0972012501039	NGFR;MARCO;FZD4;APBA1;CD36;ADRB2;MAPK8IP2;CRYAB;ITM2A;GRIA3;GRIA4
GO:0033130	acetylcholine receptor binding (GO:0033130)	3/8	0.010540634091951412	0.12285886621930253	0	0	9.089176090468497	41.37863391368565	RIC3;LYNX1;NRXN1
GO:0047023	androsterone dehydrogenase activity (GO:0047023)	3/8	0.010540634091951412	0.12285886621930253	0	0	9.089176090468497	41.37863391368565	AKR1C1;AKR1C3;AKR1C2
GO:0035173	histone kinase activity (GO:0035173)	3/8	0.010540634091951412	0.12285886621930253	0	0	9.089176090468497	41.37863391368565	CDK1;AURKB;AURKA
GO:0043121	neurotrophin binding (GO:0043121)	3/8	0.010540634091951412	0.12285886621930253	0	0	9.089176090468497	41.37863391368565	NGFR;NTRK2;NTRK3
GO:0005544	calcium-dependent phospholipid binding (GO:0005544)	8/50	0.0112483382039597	0.12694553115897375	0	0	2.8914378403429497	12.975428151615425	ANXA1;ANXA3;CPNE7;PLA2G4A;SYT15;DOC2B;SYT13;SYT8
GO:0015459	potassium channel regulator activity (GO:0015459)	8/50	0.0112483382039597	0.12694553115897375	0	0	2.8914378403429497	12.975428151615425	KCNE1;KCNE4;KCNIP2;KCNMB1;ABCC9;KCNAB1;ADRB2;SGK2
GO:0005372	water transmembrane transporter activity (GO:0005372)	4/15	0.011598037466656216	0.1288469474811339	0	0	5.511280958330271	24.563334906802787	AQP7;SLC5A1;AQP5;AQP1
GO:0003688	DNA replication origin binding (GO:0003688)	5/23	0.012015329859583194	0.13142922354097925	0	0	4.211839266450917	18.622950384516855	CDC45;ORC1;MCM4;MCM10;CDC6
GO:0070851	growth factor receptor binding (GO:0070851)	13/105	0.013058343267178012	0.14067397065096315	0	0	2.1479871831185386	9.31867298028885	KLB;KL;TSLP;FGF1;FGF2;SLC9A3R1;FGF7;IL6;ESM1;EFEMP1;PDGFD;AGR2;FGF10
GO:0098632	cell-cell adhesion mediator activity (GO:0098632)	7/42	0.013921136824990455	0.14432638044926205	0	0	3.034683954619125	12.971292132796346	ROBO3;ROBO4;ANXA1;KRT18;EPCAM;TRIM29;IGSF9
GO:0003779	actin binding (GO:0003779)	19/177	0.013987326757324505	0.14432638044926205	0	0	1.8304657233421036	7.815363025503554	TMOD1;PLEKHH2;GSN;SYNPO2;MICAL2;MYRIP;SORBS1;CORO2B;NCALD;ANLN;KIF18A;PDLIM3;PIP;TNNT3;DMD;TLN2;SYNPO;PDLIM4;SNCA
GO:0002020	protease binding (GO:0002020)	14/118	0.014580071540591663	0.14432638044926205	0	0	2.0466585167074163	8.653476149260346	CCBE1;NTRK2;VWF;FN1;BRCA2;F3;COMP;COL1A1;COL3A1;COL1A2;FAP;BIN1;ADAMTSL4;TIMP4
GO:0005523	tropomyosin binding (GO:0005523)	4/16	0.014717702968387413	0.14432638044926205	0	0	5.051738075990299	21.31178877084312	TMOD1;TNNT1;TNNT3;LMOD1
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)	4/16	0.014717702968387413	0.14432638044926205	0	0	5.051738075990299	21.31178877084312	AIFM2;AKR1C1;AKR1C3;AKR1C2
GO:0000217	DNA secondary structure binding (GO:0000217)	6/33	0.014739668900408514	0.14432638044926205	0	0	3.3705802968960863	14.214454557325107	RAD51AP1;RECQL4;BLM;XRCC2;HMGB3;CLSPN
GO:0032052	bile acid binding (GO:0032052)	3/9	0.015088865007092335	0.14432638044926205	0	0	7.573909531502423	31.763448341463626	AKR1C1;AKR1C3;AKR1C2
GO:0035259	glucocorticoid receptor binding (GO:0035259)	3/9	0.015088865007092335	0.14432638044926205	0	0	7.573909531502423	31.763448341463626	NR4A1;NR4A3;TACC1
GO:0030165	PDZ domain binding (GO:0030165)	9/63	0.015224301735154223	0.14432638044926205	0	0	2.530438311688312	10.589535967662387	TGFBR3;SLC9A3R1;TMEM88;FZD4;USHBP1;KIF14;CRIM1;CIT;LLGL2
GO:0052689	carboxylic ester hydrolase activity (GO:0052689)	12/96	0.01555272182227296	0.1454998054688957	0	0	2.1707543880041844	9.037978482207746	LIPE;PNPLA7;PLA2G2A;ENPP2;RGN;PLA2G4A;LCAT;LPL;PAFAH1B3;MGLL;CES1;PNPLA2
GO:0005501	retinoid binding (GO:0005501)	6/34	0.016983646337473905	0.15682302007719412	0	0	3.250028918449971	13.245507086011177	CYP26B1;RBP4;CRABP2;ALDH1A2;CRABP1;PTGDS
GO:0005005	transmembrane-ephrin receptor activity (GO:0005005)	4/17	0.018319625072415004	0.16487662565173503	0	0	4.662894098625707	18.65056168078577	EPHB6;EFNA3;EFNB3;EPHB1
GO:0005003	ephrin receptor activity (GO:0005003)	4/17	0.018319625072415004	0.16487662565173503	0	0	4.662894098625707	18.65056168078577	EPHB6;EFNA3;EFNB3;EPHB1
GO:0050660	flavin adenine dinucleotide binding (GO:0050660)	8/55	0.019452561688636516	0.17288464200775702	0	0	2.583147831788925	10.17702515272593	SQLE;STEAP4;AIFM2;LDHD;AOX1;MICAL2;KMO;XDH
GO:0008179	adenylate cyclase binding (GO:0008179)	3/10	0.020574458499887063	0.17414809515975835	0	0	6.491576275098084	25.211366271003126	AKAP12;AKAP6;ADCY5
GO:0004033	aldo-keto reductase (NADP) activity (GO:0004033)	3/10	0.020574458499887063	0.17414809515975835	0	0	6.491576275098084	25.211366271003126	AKR1C1;AKR1C3;KCNAB1
GO:0008603	cAMP-dependent protein kinase regulator activity (GO:0008603)	3/10	0.020574458499887063	0.17414809515975835	0	0	6.491576275098084	25.211366271003126	CXCL10;PKIB;PRKAR2B
GO:0004955	prostaglandin receptor activity (GO:0004955)	3/10	0.020574458499887063	0.17414809515975835	0	0	6.491576275098084	25.211366271003126	PTGER4;PTGFR;PPARG
GO:0008081	phosphoric diester hydrolase activity (GO:0008081)	6/36	0.022153159827663506	0.1853046663231618	0	0	3.0330364372469636	11.555186807598323	PDE11A;PLCXD3;MPPED2;ENPP2;ENPP3;GPLD1
GO:0098641	cadherin binding involved in cell-cell adhesion (GO:0098641)	4/18	0.022422642709849228	0.18537789496166046	0	0	4.3295992608846285	16.44244981960032	ANXA1;KRT18;EPCAM;TRIM29
GO:0008559	ABC-type xenobiotic transporter activity (GO:0008559)	3/11	0.02700679506885806	0.20784127940051567	0	0	5.67982633279483	20.51364005633472	ABCB1;ABCA8;ABCG2
GO:0004032	alditol:NADP+ 1-oxidoreductase activity (GO:0004032)	3/11	0.02700679506885806	0.20784127940051567	0	0	5.67982633279483	20.51364005633472	AKR1C1;AKR1C3;AKR1C2
GO:0017166	vinculin binding (GO:0017166)	3/11	0.02700679506885806	0.20784127940051567	0	0	5.67982633279483	20.51364005633472	SYNM;DMD;CORO2B
GO:0030553	cGMP binding (GO:0030553)	3/11	0.02700679506885806	0.20784127940051567	0	0	5.67982633279483	20.51364005633472	PDE11A;PDE2A;CNGA1
GO:0004865	protein serine/threonine phosphatase inhibitor activity (GO:0004865)	3/11	0.02700679506885806	0.20784127940051567	0	0	5.67982633279483	20.51364005633472	PPP1R14A;PPP1R14C;PPP1R1A
GO:0004745	NAD-retinol dehydrogenase activity (GO:0004745)	4/19	0.0270414659676501	0.20784127940051567	0	0	4.04074373484236	14.588635778804944	ADH1C;ADH1B;ADH1A;AKR1C3
GO:0008028	monocarboxylic acid transmembrane transporter activity (GO:0008028)	5/28	0.0271859901325569	0.20784127940051567	0	0	3.29534261995216	11.87988646892267	SLC9A3R1;SLC16A6;SLC16A7;SLC16A3;ABCG2
