"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"go-mf_2021_gene_set","protein homodimerization activity (GO:0042803)","GO:0042803","0.10829282829660879","0.9654003036178906","636","543","48","11936","MME,NTRK2,CENPF,TOP2A,S100B,ZBTB16,TESC,CRYAB,HSPB6,PDE2A,MYOM1,ADRB2,LPL,CIDEA,CAV2,S100P,PAFAH1B3,ADIPOQ,ECT2,KIT,SDS,MLXIPL,MAD2L1,CADM3,GHR,C16ORF89,GSTM2,FOXP3,ABCD2,RASIP1,AOX1,FAP,BLM,MID1,CASQ2,ATF3,CAT,TPPP,FBLN5,PTH1R,DGAT2,CUBN,FOXP2,TPD52,MGLL,ALDH1A3,PDLIM4,FZD4"
"go-mf_2021_gene_set","protein kinase binding (GO:0019901)","GO:0019901","0.11768183816438436","0.9292905566434235","506","90","12","11936","SPRY2,TPX2,KIF20A,TOP2A,CKS2,PLK1,AURKA,KIF14,FOXM1,CCNB1,KIF11,FAM83D"
"go-mf_2021_gene_set","sodium channel regulator activity (GO:0017080)","GO:0017080","0.13554377576076088","0.8679204206494839","37","327","6","11936","FXYD1,SCN4B,SCN2B,SCN3B,SGK2,GPLD1"
"go-mf_2021_gene_set","D-loop DNA binding (GO:0062037)","GO:0062037","0.14113980239186802","0.8503504949519158","5","442","3","11936","RAD51AP1,RECQL4,BLM"
"go-mf_2021_gene_set","tropomyosin binding (GO:0005523)","GO:0005523","0.15764089363907874","0.8023311118588282","16","296","4","11936","LMOD1,TMOD1,TNNT3,TNNT1"
"go-mf_2021_gene_set","DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)","GO:0001228","0.172564847490392","0.7630476680401944","333","783","38","11936","HLF,HOXA5,KLF15,ZBTB16,HOXA7,PLAGL1,MYBL2,EGR1,MEOX2,MEIS2,SOX10,ALX4,NFIB,NR3C1,E2F2,JUN,FOXO1,EGR2,LEF1,KLF4,MAFF,SOX17,IRX6,ATF3,NR4A1,ERG,PRDM16,CREB3L1,FOXC1,HOXA10,HOXC10,NR4A3,CEBPA,GATA3,SOX11,FOXA1,TFCP2L1,FOXI1"
"go-mf_2021_gene_set","ketosteroid monooxygenase activity (GO:0047086)","GO:0047086","0.17668174714895998","0.752808314793991","5","477","3","11936","AKR1C1,AKR1C2,AKR1C3"
"go-mf_2021_gene_set","aldehyde dehydrogenase (NAD+) activity (GO:0004029)","GO:0004029","0.18480957769876685","0.733275525356505","13","708","5","11936","ALDH1L1,ALDH1A2,ALDH1A1,ALDH1A3,ALDH2"
"go-mf_2021_gene_set","endopeptidase activity (GO:0004175)","GO:0004175","0.2054197839494443","0.6873577318862061","315","2","2","11936","MMP11,ADAMTS5"
"go-mf_2021_gene_set","protein kinase regulator activity (GO:0019887)","GO:0019887","0.2443997428184276","0.6118992554368341","98","302","9","11936","TPX2,CCNB2,CCNB1,CCNE2,CCNA2,SNCA,CXCL10,CDKN1C,GPRC5A"
"go-mf_2021_gene_set","fibroblast growth factor receptor binding (GO:0005104)","GO:0005104","0.2566644551488636","0.5906342715762051","23","615","6","11936","FGF1,KL,FGF2,KLB,FGF10,FGF7"
"go-mf_2021_gene_set","DNA replication origin binding (GO:0003688)","GO:0003688","0.26634013773562104","0.574563379999097","23","406","5","11936","CDC6,CDC45,MCM10,ORC1,MCM4"
"go-mf_2021_gene_set","semaphorin receptor binding (GO:0030215)","GO:0030215","0.2971633375876948","0.527004772520883","23","416","5","11936","SEMA5B,SEMA3G,SEMA3D,SEMA6D,SEMA6A"
"go-mf_2021_gene_set","cyclin-dependent protein serine/threonine kinase activator activity (GO:0061575)","GO:0061575","0.31493220771625785","0.5017829223479834","8","75","2","11936","CKS2,CCNB1"
"go-mf_2021_gene_set","transmembrane receptor protein serine/threonine kinase activity (GO:0004675)","GO:0004675","0.3252601307055804","0.48776916781476065","18","316","4","11936","LTBP4,TGFBR3,TGFBR2,SOSTDC1"
"go-mf_2021_gene_set","serine-type peptidase activity (GO:0008236)","GO:0008236","0.3265701135081805","0.4860235628093392","125","772","18","11936","CFD,NAALAD2,F10,F3,FAP,MASP2,CORIN,F12,MMP9,PRSS12,KLK5,CTSG,KLK7,KLK6,HPN,KLK10,KLK11,PRSS8"
"go-mf_2021_gene_set","double-stranded DNA binding (GO:0003690)","GO:0003690","0.3363701904744036","0.47318249886136576","651","400","37","11936","HOXA4,HLF,HOXA5,UHRF1,PITX1,FOSB,KLF15,OSR1,NR3C2,HOXA7,RAD51,MYBL2,EGR1,CREB5,HMGB3,MEOX2,MEIS2,IRX1,RAD51AP1,PPARG,SOX10,MEOX1,E2F1,ALX4,EGFR,NFIB,NR3C1,E2F2,JUN,EGR2,LEF1,KLF4,MAFF,EGR3,FOS,FOXP3,HES6"
"go-mf_2021_gene_set","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen (GO:0016709)","GO:0016709","0.3878881672333418","0.41129346861764715","36","737","8","11936","FMO2,AKR1C1,SQLE,AKR1C2,MICAL2,AKR1C3,CYP26B1,KMO"
"go-mf_2021_gene_set","aldehyde dehydrogenase [NAD(P)+] activity (GO:0004030)","GO:0004030","0.3904156971063648","0.4084727293515848","15","708","5","11936","ALDH1L1,ALDH1A2,ALDH1A1,ALDH1A3,ALDH2"
"go-mf_2021_gene_set","transforming growth factor beta binding (GO:0050431)","GO:0050431","0.39407018647694003","0.404426420598304","24","245","4","11936","LTBP4,TGFBR3,CD36,TGFBR2"
"go-mf_2021_gene_set","protein serine/threonine kinase activator activity (GO:0043539)","GO:0043539","0.46983712718922893","0.3280526676428785","37","75","3","11936","SPRY2,CKS2,CCNB1"
"go-mf_2021_gene_set","transforming growth factor beta-activated receptor activity (GO:0005024)","GO:0005024","0.4847619910449444","0.3144714394328711","12","245","3","11936","LTBP4,TGFBR3,TGFBR2"
"go-mf_2021_gene_set","microtubule plus-end binding (GO:0051010)","GO:0051010","0.5292771657981273","0.2763168420408211","20","322","4","11936","KIF2C,DST,KIF18A,CLIP4"
"go-mf_2021_gene_set","cAMP response element binding (GO:0035497)","GO:0035497","0.5687410754085203","0.2450854051589942","10","707","4","11936","CREB5,JUN,CREB3L1,NR4A3"
"go-mf_2021_gene_set","3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555)","GO:0047555","0.5926971780722746","0.22716714050276854","7","119","2","11936","PDE1C,PDE2A"
"go-mf_2021_gene_set","calcium-dependent cysteine-type endopeptidase activity (GO:0004198)","GO:0004198","0.5953363632372133","0.2252375898639087","15","778","5","11936","CAPN11,CAPN3,CAPN6,CAPN9,CAPN13"
"go-mf_2021_gene_set","nitric-oxide synthase binding (GO:0050998)","GO:0050998","0.622563906498626","0.2058160613966133","7","122","2","11936","DMD,CAV1"
"go-mf_2021_gene_set","patched binding (GO:0005113)","GO:0005113","0.622563906498626","0.2058160613966133","7","122","2","11936","CCNB1,CAV1"
"go-mf_2021_gene_set","CXCR3 chemokine receptor binding (GO:0048248)","GO:0048248","0.6338741236657829","0.19799697685799722","5","738","3","11936","CXCL10,CXCL9,CXCL13"
"go-mf_2021_gene_set","actin binding (GO:0003779)","GO:0003779","0.6513175317204272","0.18620723162636954","177","351","13","11936","DMD,ANLN,TMOD1,KIF18A,SYNPO2,CORO2B,SNCA,SORBS1,GSN,TNNT3,MICAL2,PLEKHH2,NCALD"
"go-mf_2021_gene_set","DNA binding (GO:0003677)","GO:0003677","0.6593748882170207","0.18086759664759366","811","512","52","11936","HLF,HOXA5,EXO1,TOP2A,TSHZ2,CLSPN,FOSB,ZBTB16,HOXA7,PLAGL1,RAD51,EGR1,CDC45,MCM10,POLQ,HMGB3,MLXIPL,MEOX2,MEIS2,DNASE1L3,IRX1,RAD51AP1,PPARG,SOX10,MEOX1,E2F1,ALX4,EGFR,NFIB,E2F2,JUN,FOXO1,BRIP1,EGR2,LEF1,CSRNP1,ORC1,MAFF,ZNF219,FOXP3,MCM4,ALB,CDT1,BLM,DNA2,TP63,PPARGC1A,NR4A1,ERG,CSRNP3,THRB,FOXP2"
"go-mf_2021_gene_set","neurotrophin binding (GO:0043121)","GO:0043121","0.7223857158131511","0.14123085018743517","8","441","3","11936","NTRK2,NGFR,NTRK3"
"go-mf_2021_gene_set","NAD-retinol dehydrogenase activity (GO:0004745)","GO:0004745","0.7716945573023558","0.11255456278216906","19","177","3","11936","ADH1C,ADH1A,ADH1B"
"go-mf_2021_gene_set","DNA secondary structure binding (GO:0000217)","GO:0000217","0.8127283079793836","0.09005461315828943","33","522","6","11936","CLSPN,HMGB3,RAD51AP1,RECQL4,BLM,XRCC2"
"go-mf_2021_gene_set","protein kinase activator activity (GO:0030295)","GO:0030295","0.8148811364901573","0.08890573547005215","63","15","2","11936","SPRY2,TPX2"
"go-mf_2021_gene_set","vasopressin receptor activity (GO:0005000)","GO:0005000","0.842096243986939","0.07463826973102393","6","168","2","11936","OXTR,AVPR2"
"go-mf_2021_gene_set","DNA binding, bending (GO:0008301)","GO:0008301","0.8433486486509336","0.07399284662978053","16","783","5","11936","TOP2A,HMGB3,LEF1,FOXC1,FOXI1"
"go-mf_2021_gene_set","histone serine kinase activity (GO:0035174)","GO:0035174","0.86193867875096","0.06452363026274203","6","170","2","11936","AURKA,AURKB"
"go-mf_2021_gene_set","CXCR chemokine receptor binding (GO:0045236)","GO:0045236","0.8741043607653297","0.05843671313357171","17","738","5","11936","CXCL2,CXCL10,CXCL12,CXCL9,CXCL13"
"go-mf_2021_gene_set","carboxylic ester hydrolase activity (GO:0052689)","GO:0052689","0.8986325251724454","0.046417866571745736","96","238","7","11936","LPL,RGN,PAFAH1B3,LCAT,LIPE,CES1,ENPP2"
"go-mf_2021_gene_set","zinc ion binding (GO:0008270)","GO:0008270","0.8994037562439523","0.0460453029893192","336","238","15","11936","MME,UHRF1,ADAM33,TK1,S100B,MT1M,PDE2A,ADH1C,ADH1A,EGR1,RGN,ADH1B,MT1X,SNCA,ENPP2"
"go-mf_2021_gene_set","androsterone dehydrogenase activity (GO:0047023)","GO:0047023","0.9040964843603995","0.04378521953644339","8","477","3","11936","AKR1C1,AKR1C2,AKR1C3"
"go-mf_2021_gene_set","transcription regulatory region nucleic acid binding (GO:0001067)","GO:0001067","0.9209949075171134","0.03574277115313071","212","783","25","11936","PER1,KLF15,EGR1,SNCA,PPARG,SOX10,JUN,EGR2,KLF4,TAL1,FOS,SOX17,ATF3,SOX7,PRDM16,CREB3L1,SOX6,FOXC1,HOXC13,SOX5,CEBPA,GATA3,SOX11,FOXA1,FOXI1"
"go-mf_2021_gene_set","chemokine receptor binding (GO:0042379)","GO:0042379","0.9451298972051416","0.024508498620337094","50","738","9","11936","CXCL2,CX3CL1,CXCL10,CCL21,CCL28,CXCL12,S100A14,CXCL9,CXCL13"
"go-mf_2021_gene_set","prostaglandin receptor activity (GO:0004955)","GO:0004955","0.9836690905416386","0.007150975066302545","10","383","3","11936","PPARG,PTGFR,PTGER4"
"go-mf_2021_gene_set","polyol transmembrane transporter activity (GO:0015166)","GO:0015166","1","0","5","256","1","11936","AQP1"
"go-mf_2021_gene_set","peptidase activator activity (GO:0016504)","GO:0016504","1","0","22","165","2","11936","CAV1,PCOLCE2"
"go-mf_2021_gene_set","peptidase inhibitor activity (GO:0030414)","GO:0030414","1","0","40","152","2","11936","PROS1,GPC3"
"go-mf_2021_gene_set","peptide hormone receptor binding (GO:0051428)","GO:0051428","1","0","14","40","1","11936","LEP"
"go-mf_2021_gene_set","peptidyl-proline 4-dioxygenase activity (GO:0031545)","GO:0031545","1","0","8","241","1","11936","P4HA3"
"go-mf_2021_gene_set","peroxisome proliferator activated receptor binding (GO:0042975)","GO:0042975","1","0","7","545","1","11936","TACC1"
"go-mf_2021_gene_set","peroxisome targeting sequence binding (GO:0000268)","GO:0000268","1","0","6","463","1","11936","CAT"
"go-mf_2021_gene_set","phosphatase activator activity (GO:0019211)","GO:0019211","1","0","14","269","1","11936","BMP2"
"go-mf_2021_gene_set","phosphatase activity (GO:0016791)","GO:0016791","1","0","79","169","2","11936","ATP1A2,CILP2"
"go-mf_2021_gene_set","phosphatase binding (GO:0019902)","GO:0019902","1","0","114","6","1","11936","NEK2"
"go-mf_2021_gene_set","phosphatase inhibitor activity (GO:0019212)","GO:0019212","1","0","23","263","2","11936","TESC,PTN"
"go-mf_2021_gene_set","phosphate ion binding (GO:0042301)","GO:0042301","1","0","10","119","1","11936","PDE2A"
"go-mf_2021_gene_set","phosphatidic acid binding (GO:0070300)","GO:0070300","1","0","19","202","1","11936","JPH2"
"go-mf_2021_gene_set","phosphatidylcholine floppase activity (GO:0090554)","GO:0090554","1","0","5","270","1","11936","ABCB1"
"go-mf_2021_gene_set","phosphatidylcholine transporter activity (GO:0008525)","GO:0008525","1","0","18","270","1","11936","ABCB1"
"go-mf_2021_gene_set","PDZ domain binding (GO:0030165)","GO:0030165","1","0","63","613","9","11936","KIF14,CIT,TGFBR3,USHBP1,TMEM88,CRIM1,LLGL2,FZD4,SLC9A3R1"
"go-mf_2021_gene_set","urate transmembrane transporter activity (GO:0015143)","GO:0015143","1","0","5","643","1","11936","ABCG2"
"go-mf_2021_gene_set","P-type sodium:potassium-exchanging transporter activity (GO:0005391)","GO:0005391","1","0","6","64","1","11936","ATP1A2"
"go-mf_2021_gene_set","P-type sodium transporter activity (GO:0008554)","GO:0008554","1","0","6","64","1","11936","ATP1A2"
"go-mf_2021_gene_set","oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor (GO:0016671)","GO:0016671","1","0","5","445","1","11936","MSRB3"
"go-mf_2021_gene_set","oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor (GO:0016723)","GO:0016723","1","0","5","696","1","11936","STEAP4"
"go-mf_2021_gene_set","oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664)","GO:0050664","1","0","15","737","1","11936","KMO"
"go-mf_2021_gene_set","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)","GO:0016655","1","0","16","629","4","11936","AKR1C1,AKR1C2,AKR1C3,AIFM2"
"go-mf_2021_gene_set","urea transmembrane transporter activity (GO:0015204)","GO:0015204","1","0","6","618","2","11936","AQP7,SLC14A1"
"go-mf_2021_gene_set","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen (GO:0016713)","GO:0016713","1","0","9","382","1","11936","CYP11A1"
"go-mf_2021_gene_set","phosphatidylethanolamine flippase activity (GO:0090555)","GO:0090555","1","0","6","270","1","11936","ABCB1"
"go-mf_2021_gene_set","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702)","GO:0016702","1","0","18","134","1","11936","CDO1"
"go-mf_2021_gene_set","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor (GO:0016628)","GO:0016628","1","0","18","254","2","11936","AKR1C1,AKR1C2"
"go-mf_2021_gene_set","oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)","GO:0016646","1","0","15","310","3","11936","ALDH1L1,PYCR1,AASS"
"go-mf_2021_gene_set","oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor (GO:0016641)","GO:0016641","1","0","9","450","2","11936","AOC3,IL4I1"
"go-mf_2021_gene_set","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)","GO:0016616","1","0","87","663","9","11936","ADH1C,ADH1A,ADH1B,AKR1C1,KCNAB1,AKR1C3,SORD,LDHB,LDHD"
"go-mf_2021_gene_set","oxidoreduction-driven active transmembrane transporter activity (GO:0015453)","GO:0015453","1","0","58","437","1","11936","COX7A1"
"go-mf_2021_gene_set","P-type potassium transmembrane transporter activity (GO:0008556)","GO:0008556","1","0","7","64","1","11936","ATP1A2"
"go-mf_2021_gene_set","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor (GO:0016620)","GO:0016620","1","0","20","708","5","11936","ALDH1A2,ALDH1A1,AKR1C3,ALDH1A3,ALDH2"
"go-mf_2021_gene_set","phosphatidylglycerol binding (GO:1901611)","GO:1901611","1","0","14","23","1","11936","MME"
"go-mf_2021_gene_set","phosphatidylinositol 3-kinase activity (GO:0035004)","GO:0035004","1","0","12","460","1","11936","PIK3C2G"
"go-mf_2021_gene_set","oxidized purine DNA binding (GO:0032357)","GO:0032357","1","0","10","442","2","11936","RECQL4,BLM"
"go-mf_2021_gene_set","phospholipid scramblase activity (GO:0017128)","GO:0017128","1","0","7","281","1","11936","PLSCR4"
"go-mf_2021_gene_set","UDP-glycosyltransferase activity (GO:0008194)","GO:0008194","1","0","84","160","1","11936","HAS3"
"go-mf_2021_gene_set","phosphoric diester hydrolase activity (GO:0008081)","GO:0008081","1","0","36","480","5","11936","ENPP2,GPLD1,PDE11A,PLCXD3,MPPED2"
"go-mf_2021_gene_set","phosphoric ester hydrolase activity (GO:0042578)","GO:0042578","1","0","53","64","1","11936","ATP1A2"
"go-mf_2021_gene_set","phosphotransferase activity, alcohol group as acceptor (GO:0016773)","GO:0016773","1","0","75","460","1","11936","PIK3C2G"
"go-mf_2021_gene_set","phosphotransferase activity, nitrogenous group as acceptor (GO:0016775)","GO:0016775","1","0","5","264","1","11936","CKMT2"
"go-mf_2021_gene_set","phospholipase inhibitor activity (GO:0004859)","GO:0004859","1","0","10","229","2","11936","ANXA1,SNCA"
"go-mf_2021_gene_set","phosphotransferase activity, phosphate group as acceptor (GO:0016776)","GO:0016776","1","0","24","436","1","11936","AK5"
"go-mf_2021_gene_set","platelet-derived growth factor binding (GO:0048407)","GO:0048407","1","0","11","781","4","11936","COL5A1,COL1A1,COL3A1,COL1A2"
"go-mf_2021_gene_set","platelet-derived growth factor receptor binding (GO:0005161)","GO:0005161","1","0","13","390","1","11936","PDGFD"
"go-mf_2021_gene_set","poly(A) binding (GO:0008143)","GO:0008143","1","0","22","267","1","11936","RBMS3"
"go-mf_2021_gene_set","poly(U) RNA binding (GO:0008266)","GO:0008266","1","0","22","267","1","11936","RBMS3"
"go-mf_2021_gene_set","poly-purine tract binding (GO:0070717)","GO:0070717","1","0","28","267","1","11936","RBMS3"
"go-mf_2021_gene_set","poly-pyrimidine tract binding (GO:0008187)","GO:0008187","1","0","25","267","1","11936","RBMS3"
"go-mf_2021_gene_set","phosphotyrosine residue binding (GO:0001784)","GO:0001784","1","0","37","325","1","11936","SHE"
"go-mf_2021_gene_set","phospholipase C activity (GO:0004629)","GO:0004629","1","0","25","773","3","11936","F2RL2,PLCH2,CHRM1"
"go-mf_2021_gene_set","phospholipase activity (GO:0004620)","GO:0004620","1","0","73","520","6","11936","LPL,ENPP2,GPLD1,PLA2G4A,PNPLA7,MGLL"
"go-mf_2021_gene_set","phospholipase A2 activity (GO:0004623)","GO:0004623","1","0","29","733","2","11936","PLA2G4A,PLA2G2A"
"go-mf_2021_gene_set","phosphatidylinositol bisphosphate binding (GO:1902936)","GO:1902936","1","0","94","243","2","11936","JPH2,GSN"
"go-mf_2021_gene_set","phosphatidylinositol kinase activity (GO:0052742)","GO:0052742","1","0","15","460","1","11936","PIK3C2G"
"go-mf_2021_gene_set","phosphatidylinositol phosphate binding (GO:1901981)","GO:1901981","1","0","102","227","2","11936","JPH2,RACGAP1"
"go-mf_2021_gene_set","phosphatidylinositol phosphate kinase activity (GO:0016307)","GO:0016307","1","0","13","667","2","11936","PIK3C2G,PIP5K1B"
"go-mf_2021_gene_set","phosphatidylinositol phospholipase C activity (GO:0004435)","GO:0004435","1","0","23","773","3","11936","F2RL2,PLCH2,CHRM1"
