"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"go-bp_2021_gene_set (1)","positive regulation of cell population proliferation (GO:0008284)","GO:0008284","0.0000504383914295598","4.297238772305251","474","1013","65","14937","TSLP,NTRK2,IL11RA,CX3CL1,FN1,KIF14,FGF1,FOXM1,BIRC5,S100B,LIFR,ESM1,OSR1,SFRP1,PRC1,TTK,FGF2,CLDN5,TGFBR3,EZH2,MLXIPL,TGFBR2,MEIS2,AKR1C2,AQP1,PTN,BMP2,TNFSF4,E2F1,EGFR,NES,PTGFR,RTKN2,LEF1,PID1,HYAL1,PDGFD,NTRK3,IRS2,FGF10,CDC7,AKR1C3,IL34,BMP6,CEACAM6,SAPCD2,NRG1,IGF1,IL6,EDN1,DDR2,FGF7,EDN2,FOLR2,HOXC10,ADRA2A,RBPMS2,NR4A3,CR1,PTHLH,EPCAM,LAMC2,RAB25,SOX11,LTF"
"go-bp_2021_gene_set (1)","chromosome condensation (GO:0030261)","GO:0030261","0.00010612860830774818","3.974167530750308","45","188","8","14937","CDK1,TOP2A,NUSAP1,NCAPG,PLK1,CCNB1,CDCA5,NCAPH"
"go-bp_2021_gene_set (1)","positive regulation of cell cycle process (GO:0090068)","GO:0090068","0.0001346535930397627","3.870782053566819","101","297","13","14937","NUSAP1,NDC80,AURKA,KIF14,CCNB1,SPAG5,CDC6,KIF23,CIT,AURKB,CDC14B,ECT2,RACGAP1"
"go-bp_2021_gene_set (1)","regulation of G2/M transition of mitotic cell cycle (GO:0010389)","GO:0010389","0.00014966527132107232","3.824878962672131","149","107","10","14937","NEK2,TPX2,CENPF,CDK1,DTL,HMMR,PLK1,AURKA,KIF14,CCNB1"
"go-bp_2021_gene_set (1)","positive regulation of mitotic cell cycle phase transition (GO:1901992)","GO:1901992","0.00016649981482036135","3.7785862451759193","58","647","14","14937","UBE2C,CDK1,DTL,DLGAP5,CCNB1,CDCA5,ANXA1,ADAMTS1,ESPL1,EGFR,HYAL1,FGF10,CDC7,CDC25A"
"go-bp_2021_gene_set (1)","regulation of mitotic sister chromatid separation (GO:0010965)","GO:0010965","0.00018565310743614834","3.7312977772157496","16","248","6","14937","UBE2C,PLK1,PTTG1,CENPE,CDC6,TACC3"
"go-bp_2021_gene_set (1)","positive regulation of cell migration (GO:0030335)","GO:0030335","0.00019024109087347195","3.720695672402786","269","983","42","14937","SEMA5B,SPRY2,FN1,LRRC15,FGF1,FAM107A,CAV1,GTSE1,MYLK,KIT,ENPP2,SEMA3G,BMP2,EGFR,F10,F3,LEF1,SEMA3D,HYAL1,LGR6,PDGFD,SEMA6D,SEMA6A,CXCL12,NTRK3,FGF10,MMP9,CEACAM6,IGF1,FAM83H,EDN1,DDR2,WNT11,SEMA3A,TNFRSF18,RET,ADRA2A,FERMT1,SH3RF2,LAMC2,RAB25,COL1A1"
"go-bp_2021_gene_set (1)","mitotic spindle elongation (GO:0000022)","GO:0000022","0.0002165795689206858","3.664382515039948","8","297","5","14937","KIF4A,KIF23,PRC1,AURKB,RACGAP1"
"go-bp_2021_gene_set (1)","mitotic spindle midzone assembly (GO:0051256)","GO:0051256","0.0002165795689206858","3.664382515039948","8","297","5","14937","KIF4A,KIF23,PRC1,AURKB,RACGAP1"
"go-bp_2021_gene_set (1)","positive regulation of cell division (GO:0051781)","GO:0051781","0.00022388400426627536","3.6499769341433868","44","297","9","14937","KIF14,FGF1,CDC6,KIF23,CIT,AURKB,CDC14B,ECT2,RACGAP1"
"go-bp_2021_gene_set (1)","kinetochore organization (GO:0051383)","GO:0051383","0.0002287076157621378","3.6407193735287864","13","162","5","14937","NUF2,CENPF,DLGAP5,NDC80,CENPE"
"go-bp_2021_gene_set (1)","regulation of chromosome segregation (GO:0051983)","GO:0051983","0.0002897162681142243","3.538027117658254","18","233","6","14937","BUB1,MKI67,KIF2C,CDC6,AURKB,RMI2"
"go-bp_2021_gene_set (1)","cellular response to prostaglandin stimulus (GO:0071379)","GO:0071379","0.000315889680725647","3.5004645611069085","10","873","7","14937","SFRP1,AKR1C2,TNFSF4,PTGFR,PTGER4,AKR1C3,GNG2"
"go-bp_2021_gene_set (1)","regulation of cell migration (GO:0030334)","GO:0030334","0.0003272967342472511","3.4850583280420535","408","584","39","14937","SEMA5B,SPRY2,CX3CL1,KIF14,LRRC15,FGF1,IGSF10,FAM107A,CAV1,ANXA1,GTSE1,SFRP1,MYLK,FGF2,CLDN5,ADIPOQ,KIT,ENPP2,LDB2,SEMA3G,AMOTL1,KANK1,BMP2,SULF1,EGFR,NGFR,F10,F3,LEF1,SEMA3D,LGR6,PDGFD,SEMA6D,MGAT3,SEMA6A,PLXNA4,CXCL12,NTRK3,FGF10"
"go-bp_2021_gene_set (1)","regulation of mitotic cell cycle (GO:0007346)","GO:0007346","0.00033112135452803034","3.4800128100222336","178","123","11","14937","NEK2,PKMYT1,UBE2C,CDK1,DLGAP5,CKS2,MKI67,PLK1,CCNB1,BUB1B,CDC20"
"go-bp_2021_gene_set (1)","negative regulation of signal transduction (GO:0009968)","GO:0009968","0.00034909572086203906","3.4570554746386817","267","1013","42","14937","SPRY2,CX3CL1,TNMD,WIF1,SFRP1,GPC3,APCDD1,FGF2,ADIPOQ,EZH2,SNCA,KANK1,BMP2,SULF1,EGFR,SOSTDC1,RGS2,APOD,PID1,PTCH2,SEMA6A,SPRY1,PTCH1,MMRN2,LGR4,CITED1,KIF26A,DCN,CREB3L1,MAPK8IP2,CYP26B1,SLC9A3R1,NLGN4X,RNF157,SRMS,PTK6,PALM,TYRO3,XDH,GATA3,PLIN5,LTF"
"go-bp_2021_gene_set (1)","negative regulation of blood vessel morphogenesis (GO:2000181)","GO:2000181","0.0003887839857468227","3.410291632236049","78","853","18","14937","SPRY2,HOXA5,TNMD,ADAMTS1,NPR1,CLDN5,CXCL10,ISM1,PPARG,SULF1,KLF4,SEMA6A,ECSCR,DCN,PDE3B,TEK,FOXC1,EFNA3"
"go-bp_2021_gene_set (1)","regulation of mitotic metaphase/anaphase transition (GO:0030071)","GO:0030071","0.0004297533213783366","3.366780758152929","26","165","6","14937","UBE2C,DLGAP5,PLK1,CCNB1,CENPE,CDC6"
"go-bp_2021_gene_set (1)","anaphase-promoting complex-dependent catabolic process (GO:0031145)","GO:0031145","0.0005870633777674492","3.2313150109689377","84","123","8","14937","UBE2C,CDK1,PLK1,AURKA,CCNB1,BUB1B,PTTG1,CDC20"
"go-bp_2021_gene_set (1)","axon guidance (GO:0007411)","GO:0007411","0.0005966931073460469","3.2242489788458077","203","986","34","14937","SEMA5B,ROBO3,RELN,EPHB1,TUBB3,NRXN1,UNC5B,SEMA3G,NFIB,SPTBN1,NCAM1,SEMA3D,LGR6,EPHB6,SEMA6D,SEMA6A,PLXNA4,GFRA2,CXCL12,IRS2,FEZ1,SLIT3,LAMA3,ROBO4,SEMA3A,VLDLR,LAMA2,EFNA3,EFNB3,IGSF9,RNF165,RET,LAMC2,UNC5A"
"go-bp_2021_gene_set (1)","positive regulation of cytokinesis (GO:0032467)","GO:0032467","0.0007027741926053596","3.153184195120501","37","297","8","14937","KIF14,CDC6,KIF23,CIT,AURKB,CDC14B,ECT2,RACGAP1"
"go-bp_2021_gene_set (1)","cardiac muscle cell action potential (GO:0086001)","GO:0086001","0.0008283766076741223","3.0817721735418484","30","258","7","14937","DMD,SCN4B,KCNE1,ATP1A2,KCNIP2,SCN2B,SCN3B"
"go-bp_2021_gene_set (1)","cellular response to hormone stimulus (GO:0032870)","GO:0032870","0.0008893674489195675","3.0509187698874363","76","733","16","14937","LEP,ATP1A2,CAV1,SFRP1,KLF9,AKR1C1,AKR1C2,NR3C1,GHR,CYP11A1,TFPI,SOCS2,AKR1C3,THRB,SLIT3,RAMP1"
"go-bp_2021_gene_set (1)","regulation of attachment of spindle microtubules to kinetochore (GO:0051988)","GO:0051988","0.0009431480093098808","3.0254201475781017","10","297","5","14937","NEK2,CCNB1,SPAG5,ECT2,RACGAP1"
"go-bp_2021_gene_set (1)","regulation of exit from mitosis (GO:0007096)","GO:0007096","0.0011705025756784417","2.931627626305927","39","540","10","14937","NEK2,UBE2C,ANLN,BUB1B,CDC20,CDCA5,CDC14B,MAD2L1,UBE2S,CDC14C"
"go-bp_2021_gene_set (1)","positive regulation of protein kinase B signaling (GO:0051897)","GO:0051897","0.0011864807187174694","2.925739315029994","161","621","22","14937","SPRY2,CX3CL1,LEP,NRG2,FGF1,KL,FGF2,KIT,AKR1C2,KLB,P2RY12,EGFR,ADAM8,F10,F3,ANGPT1,MET,CCL21,IRS2,FGF10,TRIB3,AKR1C3"
"go-bp_2021_gene_set (1)","skeletal system development (GO:0001501)","GO:0001501","0.0012612106802185358","2.8992123602042343","158","1023","29","14937","COL10A1,COMP,PITX1,ZBTB16,RBP4,GDF10,MATN3,BMP2,SULF1,ALX4,HYAL1,PTGER4,CDH11,VCAN,PTH1R,ALPL,BMP6,IGF1,SOX6,PKDCC,PRELP,WNT11,BMPR1B,SOX5,PTHLH,COL1A1,SOX11,NPR3,COL1A2"
"go-bp_2021_gene_set (1)","DNA replication (GO:0006260)","GO:0006260","0.001286210303914602","2.8906880155779056","108","585","17","14937","CDK1,EXO1,CLSPN,FAM111B,CDC6,RMI2,CDC45,MCM10,RNASEH2A,RECQL4,ORC6,BRIP1,ORC1,MCM4,BLM,DNA2,CDC7"
"go-bp_2021_gene_set (1)","regulation of metaphase/anaphase transition of cell cycle (GO:1902099)","GO:1902099","0.0013121278495098","2.8820238466436847","8","165","4","14937","UBE2C,PLK1,CENPE,CDC6"
"go-bp_2021_gene_set (1)","positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)","GO:1902895","0.0013707596687116185","2.8630386821190803","34","489","9","14937","ATOH8,EGR1,FGF2,PPARG,NGFR,NR3C1,JUN,KLF4,FOS"
"go-bp_2021_gene_set (1)","positive regulation of cell motility (GO:2000147)","GO:2000147","0.0014769297714946697","2.8306401550451694","221","983","35","14937","SEMA5B,SPRY2,LRRC15,FGF1,FAM107A,CAV1,GTSE1,MYLK,KIT,SEMA3G,BMP2,EGFR,F10,F3,LEF1,SEMA3D,LGR6,PDGFD,SEMA6D,CCL21,SEMA6A,CXCL12,NTRK3,MMP9,CEACAM6,IGF1,FAM83H,EDN1,WNT11,SEMA3A,RET,ADRA2A,SH3RF2,LAMC2,COL1A1"
"go-bp_2021_gene_set (1)","mitotic nuclear membrane disassembly (GO:0007077)","GO:0007077","0.0015929203779837956","2.797805931836336","12","107","4","14937","CDK1,PLK1,CCNB2,CCNB1"
"go-bp_2021_gene_set (1)","endoderm formation (GO:0001706)","GO:0001706","0.0015981426320810968","2.7963844630937067","36","771","11","14937","COL11A1,INHBA,FN1,ITGA7,LAMB3,SOX17,DUSP1,SOX7,MMP9,LAMA3,COL12A1"
"go-bp_2021_gene_set (1)","cellular response to cytokine stimulus (GO:0071345)","GO:0071345","0.0017095939436466547","2.7671070293591353","482","652","45","14937","CXCL2,MME,IL11RA,CX3CL1,FN1,BIRC5,LIFR,LEPR,PDE2A,ANXA1,SFRP1,SAA1,EGR1,FGF2,KIT,MT1X,MAOA,CD36,CXCL10,PTPRZ1,PTPN14,CNTFR,F3,FOXO1,LEF1,GHR,PID1,HYAL1,FOS,STAT5A,AKAP6,PTGS2,CCL21,CXCL12,NDN,DUSP1,NPR2,ZFP36,SOCS2,S1PR1,MMP3,IL34,MUC1,MMP9,RHOU"
"go-bp_2021_gene_set (1)","negative regulation of cell differentiation (GO:0045596)","GO:0045596","0.0018606616635955006","2.7303325903254456","191","1003","32","14937","SPRY2,ZBTB16,CAV1,OSR1,SFRP1,GDF10,ADIPOQ,ABCA5,MEIS2,PPARG,E2F1,EGFR,SOSTDC1,FOXO1,CRIM1,RUNX1T1,COL5A2,SPRY1,COL5A1,EFEMP1,TRIB3,DTX1,PTCH1,IL17RD,CITED1,IL6,HPN,PTHLH,XDH,GATA3,TNN,FOXA1"
"go-bp_2021_gene_set (1)","positive regulation of cellular process (GO:0048522)","GO:0048522","0.0018806798050902968","2.725685138909734","625","972","72","14937","TSLP,NTRK2,IL11RA,CX3CL1,FN1,KIF14,FGF1,FOXM1,SPAG5,BIRC5,S100B,LIFR,ESM1,CAV1,CDC6,SFRP1,PRC1,SAA1,ACACB,TTK,FGF2,CLDN5,EZH2,HBB,MLXIPL,CD36,TGFBR2,MEIS2,AKR1C2,PTN,TNFSF4,EGFR,ADAM8,PTGFR,RTKN2,EGR2,LEF1,HYAL1,TAL1,PDGFD,AKAP6,CXCL12,NTRK3,IRS2,ZFP36,FGF10,CDC7,TPPP,AKR1C3,IL34,BMP6,CEACAM6,SAPCD2,NRG1,IGF1,IL6,EDN1,FGF7,BMPR1B,TNFRSF18,PTK6,EDN2,FOLR2,SLC44A4,HOXC10,HPN,ADRA2A,CR1,PTHLH,EPCAM,LAMC2,RAB25"
"go-bp_2021_gene_set (1)","regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)","GO:1902893","0.001984564136627727","2.702334861113879","45","489","10","14937","ATOH8,EGR1,FGF2,PPARG,NFIB,NGFR,NR3C1,JUN,KLF4,FOS"
"go-bp_2021_gene_set (1)","collagen fibril organization (GO:0030199)","GO:0030199","0.0024576750621797955","2.6094755372472718","89","1023","20","14937","COL10A1,COL11A1,DST,ADAMTS14,LOXL4,P4HA3,COL17A1,DPT,LAMB3,COL5A2,COL5A1,LAMA3,COL12A1,DDR2,COL4A6,COL14A1,LAMC2,COL1A1,COL3A1,COL1A2"
"go-bp_2021_gene_set (1)","positive regulation of cell differentiation (GO:0045597)","GO:0045597","0.002579062841271567","2.588538075743031","258","1013","39","14937","HOXA5,ZBTB16,BOC,SFRP1,LPL,ECT2,EZH2,TMEM100,CD36,TGFBR2,PTN,BMP2,PPARG,LEF1,GPRC5B,FBN2,ZFP36,CD34,TP63,BMP6,IGF1,IL6,SOX6,PKDCC,DDR2,NPNT,FOXC1,BMPR1B,SOX5,MMD,LMO3,CDH2,AGTR1,PLA2G2A,RARRES2,COL1A1,WNT7B,SOX11,LTF"
"go-bp_2021_gene_set (1)","regulation of cyclin-dependent protein kinase activity (GO:1904029)","GO:1904029","0.0027330377978428515","2.563354361984227","54","165","7","14937","PKMYT1,CDKN3,CCNB2,CCNB1,CCNE2,CCNA2,CDC6"
"go-bp_2021_gene_set (1)","regulation of osteoblast differentiation (GO:0045667)","GO:0045667","0.0028529945791298176","2.544699053529129","83","1013","19","14937","GDF10,BMP2,PPARG,CRIM1,FBN2,TP63,PTCH1,SMOC1,BMP6,CITED1,IGF1,IL6,DDR2,NPNT,BMPR1B,TNN,WNT7B,SOX11,LTF"
"go-bp_2021_gene_set (1)","mitotic spindle assembly (GO:0090307)","GO:0090307","0.002858932777747911","2.543796056113282","44","297","8","14937","KIF4A,TPX2,KIF11,KIFC1,KIF23,PRC1,AURKB,RACGAP1"
"go-bp_2021_gene_set (1)","nuclear membrane disassembly (GO:0051081)","GO:0051081","0.0031858407064664688","2.496775942920358","14","107","4","14937","CDK1,PLK1,CCNB2,CCNB1"
"go-bp_2021_gene_set (1)","regulation of cell cycle (GO:0051726)","GO:0051726","0.0032929735362624652","2.4824117594494535","296","113","12","14937","INHBA,CENPF,DTL,LEP,DLGAP5,CKS2,PLK1,CDKN3,CCNB2,FOXM1,CCNB1,BIRC5"
"go-bp_2021_gene_set (1)","cellular response to glucocorticoid stimulus (GO:0071385)","GO:0071385","0.003586887624778967","2.4452822293187055","18","575","7","14937","FAM107A,ANXA1,PCK1,KLF9,AQP1,NR3C1,ZFP36"
"go-bp_2021_gene_set (1)","hemidesmosome assembly (GO:0031581)","GO:0031581","0.0036661371679347176","2.4357912900113625","12","964","7","14937","DST,COL17A1,LAMB3,KRT14,KRT5,LAMA3,LAMC2"
"go-bp_2021_gene_set (1)","cellular response to fatty acid (GO:0071398)","GO:0071398","0.004039684299348208","2.3936525736043244","17","627","7","14937","PDK4,LPL,AKR1C1,AKR1C2,PID1,AKR1C3,DGAT2"
"go-bp_2021_gene_set (1)","regulation of mitotic nuclear division (GO:0007088)","GO:0007088","0.004277164017592194","2.3688440954131837","57","107","6","14937","NEK2,PKMYT1,NUSAP1,MKI67,AURKA,CCNB1"
"go-bp_2021_gene_set (1)","regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)","GO:0000079","0.004501140023351858","2.3466774766364673","82","165","8","14937","PKMYT1,PLK1,CDKN3,CCNB2,CCNB1,CCNE2,CCNA2,CDC6"
"go-bp_2021_gene_set (1)","regulation of cell population proliferation (GO:0042127)","GO:0042127","0.004610358606867273","2.3362652926306375","764","1012","85","14937","INHBA,TSLP,NTRK2,IL11RA,CX3CL1,UHRF1,FN1,KIF14,CDKN3,FGF1,FOXM1,BIRC5,S100B,LIFR,IGFBP6,ESM1,TESC,CDC6,SFRP1,SHCBP1,PRC1,ALDH1A2,TTK,AVPR2,ADAMTS1,FGF2,CLDN5,KIT,EZH2,MLXIPL,SQLE,TGFBR2,CXCL10,MEIS2,AKR1C2,SGK2,PTN,BMP2,TNFSF4,PTPN14,EGFR,PTGFR,JUN,GPLD1,RTKN2,LEF1,KLF4,PDGFD,STAT5A,FOXP3,NTRK3,IRS2,FGF10,CDC7,AKR1C3,SCGB3A1,SOX7,IL34,BMP6,CEACAM6,SAPCD2,NRG1,IGF1,IL6,EDN1,CXCL9,SLC9A3R1,FGF7,TNFRSF8,EDN2,FOLR2,HOXC10,AGTR1,ADRA2A,NR4A3,CEBPA,CR1,PTHLH,EPCAM,LAMC2,RAB25,GATA3,SOX11,NPR3,CHRM1"
