"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"go-mf_2021_gene_set","calcium ion binding (GO:0005509)","GO:0005509","0.008960492792843935","2.0476681051450543","348","770","43","11936","CLEC3B,SPARCL1,AOC3,SLIT3,ITPR1,PCP4,PLA2G4C,RGN,RASGRP2,MASP1,CASQ2,NRXN1,GSN,MELK,ANXA6,LTBP4,SLIT2,SMOC2,PLA2G2A,RYR3,NAALADL1,SLC25A23,SELP,MMP13,PLSCR4,C1R,TRPM2,AGRN,SCUBE1,S100B,NCS1,DCHS1,FBLN1,RYR2,ENPP2,SYT15,PADI1,COLEC11,SLC8A1,MMP12,SYT11,SNCA,ENPP1"
"go-mf_2021_gene_set","protein homodimerization activity (GO:0042803)","GO:0042803","0.011740891260739454","1.930298934184714","636","694","62","11936","C16ORF89,HSPB6,NR4A3,MGLL,AOX1,ZBTB16,TPPP,CRYAB,ACOX2,PDE2A,PTH1R,CADM3,MYOM1,CRYM,MASP1,CASQ2,LRRK2,SRF,FBLN5,PLN,CENPF,SYNE1,NACC2,PDLIM4,BLM,TOP2A,HAND2,SLIT2,FLNA,KCNH2,RBPMS2,NAALADL1,DARS2,GHR,ATF3,EPHX2,TPM2,MTHFD1L,ECT2,BCL2,HSPB8,RBPMS,MAD2L1,TPM1,CPQ,RAP1GAP,FGFR1,PAFAH1B3,ADRA2A,KIT,IRAK3,INHBB,S100B,CEACAM5,ADRB2,ODC1,FOXP2,TFRC,NTRK2,IL6R,GLIPR2,PDGFRA"
"go-mf_2021_gene_set","DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)","GO:0001228","0.017863319904331366","1.7480378241629124","333","184","16","11936","NR4A1,NR4A3,TCF21,FOXF1,SOX17,HLF,ZBTB16,NR4A2,PGR,SOX10,OTX1,EGR1,SOX4,MEF2C,KLF4,SRF"
"go-mf_2021_gene_set","cAMP binding (GO:0030552)","GO:0030552","0.020694045428040715","1.6841546018747628","12","482","5","11936","PDE2A,PDE4B,PDE4D,BVES,POPDC2"
"go-mf_2021_gene_set","3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555)","GO:0047555","0.0245485714476867","1.6099737756566226","7","159","3","11936","PDE2A,PDE1A,PDE5A"
"go-mf_2021_gene_set","3',5'-cyclic-nucleotide phosphodiesterase activity (GO:0004114)","GO:0004114","0.025490580458831975","1.5936202748799895","21","439","6","11936","PDE2A,PDE1A,PDE4B,PDE5A,PDE4D,PDE7B"
"go-mf_2021_gene_set","metal ion binding (GO:0046872)","GO:0046872","0.028552015278931798","1.5443632326499726","517","772","56","11936","CLEC3B,SPARCL1,CSGALNACT1,AOC3,TPPP,SLIT3,PDE2A,ITPR1,GEM,PCP4,PLA2G4C,RGN,RASGRP2,MASP1,CASQ2,LRRK2,NRXN1,GSN,MT1M,TOP2A,MELK,ANXA6,PLK1,LTBP4,SLIT2,SMOC2,PLA2G2A,RYR3,NAALADL1,EPHX2,SLC25A23,PIF1,SELP,FEN1,MMP13,PLSCR4,C1R,TRPM2,AGRN,SCUBE1,IRAK3,S100B,NCS1,DCHS1,FBLN1,RYR2,ENPP2,SYT15,PADI1,COLEC11,SLC8A1,MMP12,SYT11,SNCA,ENPP1,ADCY2"
"go-mf_2021_gene_set","muscle alpha-actinin binding (GO:0051371)","GO:0051371","0.03163357310100983","1.4998517505310143","15","406","5","11936","SYNPO2,LDB3,PDLIM4,PDLIM3,PALLD"
"go-mf_2021_gene_set","DNA replication origin binding (GO:0003688)","GO:0003688","0.03225684721467179","1.4913780828299814","23","414","6","11936","ORC1,MCM2,CDC6,CDC45,MCM10,MCM4"
"go-mf_2021_gene_set","protein kinase binding (GO:0019901)","GO:0019901","0.040749631806476415","1.3898763109764702","506","671","49","11936","PHYHIP,NR4A3,DUSP1,ANK2,ZFP36,PRKCB,AURKA,FOXM1,KIF14,GATA6,ACTA2,BORA,KIF20A,TOP2A,CDC25C,CAV1,PLK1,TPX2,CCNB1,RHOB,DACT3,KIF11,ADCY4,CKS2,RAC3,PRC1,CIT,GHR,CCND2,FERMT2,CKS1B,CDC25A,CCNA2,UNC5C,PRKAR2B,RACGAP1,DUSP8,GRK5,ADRA2A,PRKAG2,IRAK3,MAPK8IP2,DUSP5,ESR1,DIRAS1,NBEA,RYR2,TFRC,CSPG4"
"go-mf_2021_gene_set","cyclic-nucleotide phosphodiesterase activity (GO:0004112)","GO:0004112","0.04454319735456652","1.3512186120975254","23","439","6","11936","PDE2A,PDE1A,PDE4B,PDE5A,PDE4D,PDE7B"
"go-mf_2021_gene_set","sequence-specific DNA binding (GO:0043565)","GO:0043565","0.04744190302496352","1.3238378985505328","707","764","70","11936","NR4A1,KLF2,FOSB,TCF21,FOXF1,CSRNP1,HLF,NR4A2,MEOX1,GATA5,SOX10,EGR3,OTX1,HIC1,JUND,FOS,EGR1,SOX4,NR3C2,MEF2C,KLF4,SRF,GATA6,UHRF1,PKNOX2,MYBL2,ZEB2,CREM,PPARGC1A,E2F7,HAND2,TFEB,NR2F1,NFIX,ATF3,BCL2,KLF6,PIF1,JDP2,MSX1,E2F1,MAFF,SIX4,HDAC4,MEOX2,CREB5,EGR2,NFIB,CREB3L1,CEBPD,NFATC4,ETV4,NLRP3,E2F2,ARID5A,JUNB,POU6F1,ESR1,PITX1,FOXP2,SIX1,SOX7,IRF5,PRDM16,E2F8,KLF15,MMP12,FOSL1,ZNF423,TBX5"
"go-mf_2021_gene_set","protein kinase regulator activity (GO:0019887)","GO:0019887","0.04844890223927383","1.314716058795402","98","768","17","11936","CCNE1,CCNE2,CCNB2,TPX2,FGF13,CCNB1,PPP1R1B,CCND2,SOCS3,CCNA2,PRKAR2B,PRKAG2,NCKAP1L,CDKN1C,PARVA,GMFG,SNCA"
"go-mf_2021_gene_set","D-loop DNA binding (GO:0062037)","GO:0062037","0.05248844599988071","1.2799362849889029","5","310","3","11936","RECQL4,BLM,RAD51AP1"
"go-mf_2021_gene_set","cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538)","GO:0016538","0.05289735610396546","1.2765660341680891","44","437","8","11936","CCNE1,CCNE2,CCNB2,CCNB1,CKS2,CCND2,CKS1B,CCNA2"
"go-mf_2021_gene_set","adenylate cyclase binding (GO:0008179)","GO:0008179","0.06734664410752404","1.171684040355189","10","772","5","11936","ADCY5,AKAP12,AKAP6,CAP2,ADCY2"
"go-mf_2021_gene_set","single-stranded DNA helicase activity (GO:0017116)","GO:0017116","0.1279736115690491","0.8928795735665154","19","420","5","11936","POLQ,MCM2,DNA2,RAD51,PIF1"
"go-mf_2021_gene_set","nitric-oxide synthase binding (GO:0050998)","GO:0050998","0.14906513669362062","0.8266239173251593","7","754","4","11936","CAV1,DMD,ATP2B4,SNTA1"
"go-mf_2021_gene_set","RNA-DNA hybrid ribonuclease activity (GO:0004523)","GO:0004523","0.15610243786281894","0.8065903144769638","5","448","3","11936","RNASEH2A,EXO1,FEN1"
"go-mf_2021_gene_set","Roundabout binding (GO:0048495)","GO:0048495","0.17550760365867818","0.7557040634974583","8","665","4","11936","SLIT3,SLIT2,TGFB1I1,LGR6"
"go-mf_2021_gene_set","alpha-actinin binding (GO:0051393)","GO:0051393","0.18090450292965465","0.742550622896059","24","766","7","11936","SYNPO2,LDB3,PDLIM4,PDLIM3,PALLD,CACNA1C,PDLIM7"
"go-mf_2021_gene_set","3',5'-cyclic-AMP phosphodiesterase activity (GO:0004115)","GO:0004115","0.22205893072310334","0.653531755767637","12","439","4","11936","PDE2A,PDE4B,PDE4D,PDE7B"
"go-mf_2021_gene_set","transmembrane receptor protein kinase activity (GO:0019199)","GO:0019199","0.23707254746800197","0.6251187335521128","60","714","11","11936","TGFBR2,EPHA3,EPHA7,AXL,ROR1,FGFR1,KIT,NTRK2,PDGFRA,EPHB2,ROR2"
"go-mf_2021_gene_set","transmembrane receptor protein tyrosine kinase activity (GO:0004714)","GO:0004714","0.23707254746800197","0.6251187335521128","60","714","11","11936","EPHA3,EPHA7,AXL,ROR1,FGFR1,KIT,EFEMP1,NTRK2,PDGFRA,EPHB2,ROR2"
"go-mf_2021_gene_set","serine-type peptidase activity (GO:0008236)","GO:0008236","0.2541795294800339","0.5948594285728991","125","105","6","11936","CFD,F10,CTSG,PCSK2,TPSB2,TPSAB1"
"go-mf_2021_gene_set","DNA binding (GO:0003677)","GO:0003677","0.26988669887548433","0.5688185187310911","811","317","37","11936","NR4A1,KLF2,FOSB,NR4A3,FOXF1,CSRNP1,HLF,ZBTB16,NR4A2,MEOX1,PGR,SOX10,SIM2,ATAD5,HIC1,HMGB3,CRY2,EGR1,TIMELESS,ORC1,POLQ,CLSPN,MCM2,DNA2,EXO1,BLM,TOP2A,CDC45,BRCA1,ZEB2,CREM,PPARGC1A,RAD51AP1,MCM10,RAD51,BRIP1,CDT1"
"go-mf_2021_gene_set","histone kinase activity (GO:0035173)","GO:0035173","0.2933465573075359","0.5326190042641263","8","761","4","11936","AURKA,CDK1,AURKB,PRKAA2"
"go-mf_2021_gene_set","double-stranded DNA binding (GO:0003690)","GO:0003690","0.3245928477465717","0.4886610538826104","651","720","59","11936","NR4A1,KLF2,FOSB,TCF21,HLF,NR4A2,MEOX1,GATA5,SOX10,EGR3,OTX1,HIC1,JUND,HMGB3,FOS,EGR1,SOX4,NR3C2,MEF2C,KLF4,SRF,GATA6,UHRF1,PKNOX2,MYBL2,CREM,RAD51AP1,RAD51,E2F7,HAND2,TFEB,NR2F1,NFIX,ATF3,KLF6,JDP2,FEN1,MSX1,E2F1,MAFF,SIX4,MEOX2,CREB5,EGR2,NFIB,CREB3L1,CEBPD,NFATC4,ETV4,E2F2,JUNB,POU6F1,ESR1,PITX1,SIX1,SOX7,IRF5,E2F8,KLF15"
"go-mf_2021_gene_set","transcription cis-regulatory region binding (GO:0000976)","GO:0000976","0.36291573993403253","0.4401941957061465","549","204","20","11936","PER1,TCF21,FOXF1,SOX17,GATA5,SOX10,SIM2,JUND,PEG3,FOXM1,CRY2,FOS,EGR1,SOX4,MEF2C,KLF4,PER2,HIF3A,TWIST2,GATA6"
"go-mf_2021_gene_set","nuclear receptor binding (GO:0016922)","GO:0016922","0.36314729893875736","0.43991718173900474","120","21","3","11936","NR4A1,NR4A3,TCF21"
"go-mf_2021_gene_set","5'-3' DNA helicase activity (GO:0043139)","GO:0043139","0.42834950431746366","0.36820173132485945","7","420","3","11936","DNA2,BRIP1,PIF1"
"go-mf_2021_gene_set","PDZ domain binding (GO:0030165)","GO:0030165","0.4465878095973106","0.3500931359373913","63","621","10","11936","TGFBR3,KIF14,SLC26A6,TMEM88,CIT,SDC2,FZD7,USHBP1,FZD2,ATP2B4"
"go-mf_2021_gene_set","RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978)","GO:0000978","0.5297514110912129","0.2759278777916633","1149","110","21","11936","NR4A1,PER1,KLF9,KLF2,FOSB,NR4A3,TCF21,FOXF1,SOX17,HLF,ZBTB16,NR4A2,MEOX1,PGR,GATA5,SOX10,EGR3,OTX1,HIC1,EBF1,JUND"
"go-mf_2021_gene_set","protein serine/threonine/tyrosine kinase activity (GO:0004712)","GO:0004712","0.6029060788857425","0.21975033727708418","28","390","5","11936","AURKA,LRRK2,TTK,RPS6KA2,AURKB"
"go-mf_2021_gene_set","cyclin-dependent protein serine/threonine kinase activator activity (GO:0061575)","GO:0061575","0.6228512615289923","0.20561565159038386","8","410","3","11936","CCNB1,CKS2,CKS1B"
"go-mf_2021_gene_set","G protein-coupled peptide receptor activity (GO:0008528)","GO:0008528","0.6816197715611001","0.16645782059560008","82","263","7","11936","SORCS1,VIPR2,PTH1R,EDNRB,NPR1,BDKRB2,BDKRB1"
"go-mf_2021_gene_set","voltage-gated calcium channel activity involved in cardiac muscle cell action potential (GO:0086007)","GO:0086007","0.6817327509499006","0.16638584166949402","5","741","3","11936","CACNB2,CACNA2D1,CACNA1C"
"go-mf_2021_gene_set","sodium channel regulator activity (GO:0017080)","GO:0017080","0.6852968648472778","0.16412125502434136","37","775","8","11936","FXYD1,FXYD6,FGF13,SCN4B,SCN1B,ATP2B4,SNTA1,FGF11"
"go-mf_2021_gene_set","serine-type endopeptidase activity (GO:0004252)","GO:0004252","0.6943613769690165","0.15841444427703172","105","152","6","11936","F10,CTSG,PCSK2,TPSB2,TPSAB1,MASP1"
"go-mf_2021_gene_set","intracellular ligand-gated ion channel activity (GO:0005217)","GO:0005217","0.6954676720364165","0.1577230528502284","11","658","4","11936","ITPR1,RYR3,TRPM2,RYR2"
"go-mf_2021_gene_set","neuroligin family protein binding (GO:0097109)","GO:0097109","0.7088136852705041","0.14946790599108595","5","751","3","11936","NRXN1,NRXN2,NRXN3"
"go-mf_2021_gene_set","E-box binding (GO:0070888)","GO:0070888","0.7294442375281525","0.13700790220705583","41","21","2","11936","PER1,TCF21"
"go-mf_2021_gene_set","chemorepellent activity (GO:0045499)","GO:0045499","0.7332202458563939","0.13476555169901955","25","460","5","11936","SEMA5B,SEMA3G,EPHA7,SEMA3E,SEMA3B"
"go-mf_2021_gene_set","metallopeptidase activity (GO:0008237)","GO:0008237","0.7381010811577948","0.13188415852521418","121","785","17","11936","MMP11,ADAM33,ADAMTS1,THSD4,ADAMTS8,ADAMTSL4,ADAMTSL3,ECE2,ADAMTS15,MMP13,ADAMTS5,ADAMTSL1,MMP1,ADAMTS9,MMP12,ADAMTS4,ADAMTS12"
"go-mf_2021_gene_set","5'-flap endonuclease activity (GO:0017108)","GO:0017108","0.8032455941598636","0.0951516478957185","8","448","3","11936","DNA2,EXO1,FEN1"
"go-mf_2021_gene_set","endopeptidase activity (GO:0004175)","GO:0004175","0.8157497398101147","0.088443056061754","315","749","33","11936","F10,MMP11,CTSG,ADAM33,PCSK2,ADAMTS1,TPSB2,TPSAB1,SFRP1,MASP1,THSD4,ADAMTS8,ADAMTSL4,TPSD1,ADAMTSL3,USP2,USP18,ECE2,ADAMTS15,MMP13,C1R,ESPL1,PCSK7,ADAMTS5,HGF,CTSF,ADAMTSL1,MMP1,C1S,ADAMTS9,MMP12,ADAMTS4,F12"
"go-mf_2021_gene_set","protein heterodimerization activity (GO:0046982)","GO:0046982","0.8199758371907513","0.08619894509108358","188","118","7","11936","NR4A1,ATP1A2,AOC3,NR4A2,AGTR1,AURKA,ATP1B2"
"go-mf_2021_gene_set","growth factor receptor binding (GO:0070851)","GO:0070851","0.8448673954292998","0.07321144957399327","105","763","15","11936","IL6,FGF2,FGF7,TSLP,CSF3,IL6ST,PDGFD,HBEGF,EFEMP1,ITGA5,ITGB3,KL,IL6R,PDGFRA,AREG"
"go-mf_2021_gene_set","calcium ion transmembrane transporter activity (GO:0015085)","GO:0015085","0.9107117894981315","0.040619041286414644","55","658","9","11936","SLC24A3,ITPR1,ANXA6,TRPM2,CACNB2,ATP2A3,TRPC1,ATP2B4,RYR2"
"go-mf_2021_gene_set","calcium-activated potassium channel activity (GO:0015269)","GO:0015269","0.9275759128624264","0.032650537574752614","12","301","3","11936","KCNMB1,KCNN3,KCNMA1"
"go-mf_2021_gene_set","ligand-gated calcium channel activity (GO:0099604)","GO:0099604","0.9602284518827024","0.01762542988883585","19","658","5","11936","ITPR1,RYR3,GRIN2D,TRPM2,RYR2"
"go-mf_2021_gene_set","nucleoside-triphosphatase activity (GO:0017111)","GO:0017111","0.9734617429908106","0.011681111565070715","278","376","18","11936","RHOJ,TPPP,GNG11,GEM,KIF18B,KIF14,LRRK2,GNAL,CLU,DNA2,KIF15,KIF26A,RASL12,RHOB,RERG,RNF112,RAC3,GNAO1"
"go-mf_2021_gene_set","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702)","GO:0016702","0.9738082418757543","0.011526554101057572","18","199","3","11936","HAAO,CDO1,BCO2"
"go-mf_2021_gene_set","potassium:proton antiporter activity (GO:0015386)","GO:0015386","1","0","11","73","1","11936","SLC9A9"
"go-mf_2021_gene_set","phosphatidylinositol phosphate kinase activity (GO:0016307)","GO:0016307","1","0","13","425","1","11936","PIP5K1B"
"go-mf_2021_gene_set","phosphatidylinositol phosphate binding (GO:1901981)","GO:1901981","1","0","102","510","3","11936","JPH2,FERMT2,RACGAP1"
"go-mf_2021_gene_set","phosphatidylinositol bisphosphate binding (GO:1902936)","GO:1902936","1","0","94","673","5","11936","GSN,JPH2,FZD7,SVIL,STXBP6"
"go-mf_2021_gene_set","pre-mRNA intronic binding (GO:0097157)","GO:0097157","1","0","8","54","1","11936","RBM24"
"go-mf_2021_gene_set","pre-mRNA binding (GO:0036002)","GO:0036002","1","0","29","77","2","11936","RBM24,CELF2"
"go-mf_2021_gene_set","peptidoglycan binding (GO:0042834)","GO:0042834","1","0","15","603","1","11936","NLRP3"
"go-mf_2021_gene_set","phosphatidylinositol binding (GO:0035091)","GO:0035091","1","0","92","113","2","11936","TNFAIP8L3,ITPR1"
"go-mf_2021_gene_set","phosphatase activity (GO:0016791)","GO:0016791","1","0","79","18","1","11936","ATP1A2"
"go-mf_2021_gene_set","phosphatase binding (GO:0019902)","GO:0019902","1","0","114","234","3","11936","CRY2,PDLIM4,NEK2"
"go-mf_2021_gene_set","phosphatase inhibitor activity (GO:0019212)","GO:0019212","1","0","23","396","1","11936","PPP1R1B"
"go-mf_2021_gene_set","phosphatidylinositol 3-kinase regulator activity (GO:0035014)","GO:0035014","1","0","19","407","1","11936","SOCS3"
"go-mf_2021_gene_set","phosphate ion binding (GO:0042301)","GO:0042301","1","0","10","87","1","11936","PDE2A"
"go-mf_2021_gene_set","phosphatidic acid binding (GO:0070300)","GO:0070300","1","0","19","296","1","11936","JPH2"
"go-mf_2021_gene_set","phosphatidylethanolamine flippase activity (GO:0090555)","GO:0090555","1","0","6","629","2","11936","ABCB1,ABCB4"
"go-mf_2021_gene_set","phosphatidylcholine flippase activity (GO:0140345)","GO:0140345","1","0","5","743","1","11936","ATP8B2"
"go-mf_2021_gene_set","phosphatidylcholine-sterol O-acyltransferase activator activity (GO:0060228)","GO:0060228","1","0","6","698","1","11936","APOC1"
"go-mf_2021_gene_set","phosphatidylcholine transporter activity (GO:0008525)","GO:0008525","1","0","18","743","3","11936","ABCB1,ABCB4,ATP8B2"
"go-mf_2021_gene_set","phosphatidylcholine floppase activity (GO:0090554)","GO:0090554","1","0","5","629","2","11936","ABCB1,ABCB4"
"go-mf_2021_gene_set","phosphatidylinositol phospholipase C activity (GO:0004435)","GO:0004435","1","0","23","537","4","11936","BDKRB2,PLCD4,PLCB4,EDNRA"
"go-mf_2021_gene_set","phosphatidylinositol transfer activity (GO:0008526)","GO:0008526","1","0","9","89","1","11936","TNFAIP8L3"
"go-mf_2021_gene_set","potassium channel inhibitor activity (GO:0019870)","GO:0019870","1","0","9","277","1","11936","CAV1"
"go-mf_2021_gene_set","phosphatidylinositol-3,5-bisphosphate binding (GO:0080025)","GO:0080025","1","0","24","296","1","11936","JPH2"
"go-mf_2021_gene_set","phosphotransferase activity, nitrogenous group as acceptor (GO:0016775)","GO:0016775","1","0","5","247","1","11936","CKB"
"go-mf_2021_gene_set","phosphotransferase activity, phosphate group as acceptor (GO:0016776)","GO:0016776","1","0","24","756","2","11936","ITPKB,AK4"
"go-mf_2021_gene_set","potassium ion transmembrane transporter activity (GO:0015079)","GO:0015079","1","0","32","539","5","11936","AQP1,SLC12A8,KCNK3,ABCC9,KCNG1"
"go-mf_2021_gene_set","phosphotyrosine residue binding (GO:0001784)","GO:0001784","1","0","37","576","1","11936","SHE"
"go-mf_2021_gene_set","platelet-derived growth factor binding (GO:0048407)","GO:0048407","1","0","11","694","1","11936","PDGFRA"
"go-mf_2021_gene_set","potassium ion leak channel activity (GO:0022841)","GO:0022841","1","0","16","294","1","11936","KCNK3"
"go-mf_2021_gene_set","platelet-derived growth factor receptor binding (GO:0005161)","GO:0005161","1","0","13","694","4","11936","PDGFD,ITGA5,ITGB3,PDGFRA"
"go-mf_2021_gene_set","poly(A) binding (GO:0008143)","GO:0008143","1","0","22","455","3","11936","RBMS3,PABPC1L,RBPMS"
"go-mf_2021_gene_set","poly(U) RNA binding (GO:0008266)","GO:0008266","1","0","22","384","2","11936","RBMS3,PABPC1L"
"go-mf_2021_gene_set","poly-purine tract binding (GO:0070717)","GO:0070717","1","0","28","455","3","11936","RBMS3,PABPC1L,RBPMS"
"go-mf_2021_gene_set","poly-pyrimidine tract binding (GO:0008187)","GO:0008187","1","0","25","384","2","11936","RBMS3,PABPC1L"
"go-mf_2021_gene_set","polyol transmembrane transporter activity (GO:0015166)","GO:0015166","1","0","5","80","1","11936","AQP1"
"go-mf_2021_gene_set","potassium channel activity (GO:0005267)","GO:0005267","1","0","91","539","9","11936","AQP1,KCNMB1,GRIK3,KCNK3,KCNMA1,KCNH2,ABCC9,KCND3,KCNG1"
"go-mf_2021_gene_set","potassium ion binding (GO:0030955)","GO:0030955","1","0","9","18","1","11936","ATP1A2"
"go-mf_2021_gene_set","potassium ion antiporter activity (GO:0022821)","GO:0022821","1","0","16","111","2","11936","SLC9A9,SLC24A3"
"go-mf_2021_gene_set","phosphotransferase activity, for other substituted phosphate groups (GO:0016780)","GO:0016780","1","0","11","739","1","11936","SGMS2"
"go-mf_2021_gene_set","phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547)","GO:0005547","1","0","35","510","3","11936","JPH2,FERMT2,RACGAP1"
"go-mf_2021_gene_set","phosphotransferase activity, alcohol group as acceptor (GO:0016773)","GO:0016773","1","0","75","709","1","11936","DGKG"
"go-mf_2021_gene_set","potassium:chloride symporter activity (GO:0015379)","GO:0015379","1","0","9","267","1","11936","SLC12A8"
"go-mf_2021_gene_set","phosphatidylinositol-3-phosphate binding (GO:0032266)","GO:0032266","1","0","39","296","1","11936","JPH2"
"go-mf_2021_gene_set","phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)","GO:0005546","1","0","75","673","5","11936","GSN,JPH2,FZD7,SVIL,STXBP6"
"go-mf_2021_gene_set","phosphatidylinositol-4-phosphate binding (GO:0070273)","GO:0070273","1","0","26","296","1","11936","JPH2"
"go-mf_2021_gene_set","phosphatidylinositol-5-phosphate binding (GO:0010314)","GO:0010314","1","0","16","296","1","11936","JPH2"
"go-mf_2021_gene_set","phosphodiesterase I activity (GO:0004528)","GO:0004528","1","0","5","770","2","11936","ENPP2,ENPP1"
"go-mf_2021_gene_set","phosphofructokinase activity (GO:0008443)","GO:0008443","1","0","7","254","1","11936","PFKFB4"
"go-mf_2021_gene_set","potassium channel regulator activity (GO:0015459)","GO:0015459","1","0","50","683","5","11936","KCNMB1,FLNA,ABCC9,ADRB2,KCNE4"
"go-mf_2021_gene_set","phospholipase activator activity (GO:0016004)","GO:0016004","1","0","11","84","1","11936","ARHGAP6"
