"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"go-bp_2021_gene_set (1)","mitotic cytokinesis (GO:0000281)","GO:0000281","0.0000069433640238947894","5.158430065130242","49","718","15","14937","KIF4A,KIF20A,CENPA,PLK1,RHOB,KIF23,NUSAP1,CIT,CEP55,ECT2,ANLN,ESPL1,RACGAP1,CKAP2,STMN1"
"go-bp_2021_gene_set (1)","regulation of cell population proliferation (GO:0042127)","GO:0042127","0.0000073942745595806845","5.131104427512296","764","1002","94","14937","NR4A3,CLDN5,IL6,MYOCD,AGTR1,ADAMTS1,PTGFR,JUND,SFRP1,TGFBR2,FOXM1,FGF2,BMP5,KIF14,SOX4,KLF4,TIMELESS,IL34,ADAMTS8,CLU,INHBA,NACC2,SAPCD2,TTK,FGF7,UHRF1,CDC6,BIRC5,CDC7,TSLP,CSF3,E2F7,RERG,PODN,IL6ST,IGFBP6,RPS6KA2,CX3CL1,PRC1,KANK2,CCND2,BCL2,FOLR2,MAGI2,LIFR,WWTR1,TGFB1I1,EZH2,SIX4,FGFR1,GRK5,ADRA2A,CBFA2T3,PDGFD,IGF1,ELN,WNT2,CDKN3,SPEG,ID2,HDAC4,CD200,IL11RA,DLC1,KIT,HBEGF,MAPK15,S100B,CEACAM6,HILPDA,JUNB,SHCBP1,CDCA7,WNT9A,SIX1,TFRC,BTG2,NTRK2,SOX7,IL6R,PDGFRA,ROR2,ADARB1,FABP6,MYC,BST1,EPCAM,RTKN2,FOSL1,SQLE,AREG,TBX5,KRT6A,NUPR1"
"go-bp_2021_gene_set (1)","muscle organ development (GO:0007517)","GO:0007517","0.000007450599169617574","5.127808800326177","58","914","18","14937","TCF21,FHL1,SGCA,EGR3,MEF2C,TAGLN,LAMA2,CACNA1H,DMD,SMTN,BVES,ITGA7,IGF1,SPEG,HBEGF,POU6F1,SGCD,SGCE"
"go-bp_2021_gene_set (1)","mitotic spindle assembly checkpoint signaling (GO:0007094)","GO:0007094","0.000013524515172697899","4.868878294546419","21","694","10","14937","KNTC1,CENPF,TTK,TRIP13,CDC20,PLK1,BUB1,BUB1B,MAD2L1,ZWINT"
"go-bp_2021_gene_set (1)","mitotic spindle checkpoint signaling (GO:0071174)","GO:0071174","0.000013524515172697899","4.868878294546419","21","694","10","14937","KNTC1,CENPF,TTK,TRIP13,CDC20,PLK1,BUB1,BUB1B,MAD2L1,ZWINT"
"go-bp_2021_gene_set (1)","spindle assembly checkpoint signaling (GO:0071173)","GO:0071173","0.000013524515172697899","4.868878294546419","21","694","10","14937","KNTC1,CENPF,TTK,TRIP13,CDC20,PLK1,BUB1,BUB1B,MAD2L1,ZWINT"
"go-bp_2021_gene_set (1)","mitotic cell cycle phase transition (GO:0044772)","GO:0044772","0.000021198985935180407","4.6736849132829805","209","708","31","14937","AURKA,FOXM1,CCNE1,PPP1R12B,INHBA,UBE2C,NEK2,BORA,CDC7,MELK,CDC25C,PLK1,CCNE2,CCNB2,CCNB1,CDK1,NES,PKMYT1,CCND2,PLK4,CDC25A,SKP2,CCNA2,RCC1,PRKAR2B,E2F1,TACC3,FBXL22,FBXL7,CDKN3,ABCB1"
"go-bp_2021_gene_set (1)","negative regulation of mitotic metaphase/anaphase transition (GO:0045841)","GO:0045841","0.000023765608376664537","4.624051063706842","22","694","10","14937","KNTC1,CENPF,TTK,TRIP13,CDC20,PLK1,BUB1,BUB1B,MAD2L1,ZWINT"
"go-bp_2021_gene_set (1)","mitotic nuclear division (GO:0140014)","GO:0140014","0.0000698737267972738","4.155686092521707","74","462","14","14937","KIF18B,SPAG5,CDCA8,UBE2C,KIF18A,PLK1,TPX2,NDC80,KIF11,KIFC1,FLNA,NCAPG2,NUSAP1,CENPK"
"go-bp_2021_gene_set (1)","regulation of cardiac conduction (GO:1903779)","GO:1903779","0.00007199266106126446","4.1427117733332475","55","993","17","14937","FXYD1,ATP1A2,ANK2,ITPR1,ATP1B2,NPR1,CASQ2,FXYD6,RYR3,ABCC9,ATP2A3,TRPC1,NPR2,ATP2B4,RYR2,SLC8A1,TBX5"
"go-bp_2021_gene_set (1)","axon guidance (GO:0007411)","GO:0007411","0.00008228904868474108","4.0846579583752325","203","996","36","14937","SLIT3,SEMA5B,NCAM1,RELN,SEMA3G,DOK6,EPHA3,NRXN1,CXCL12,GFRA3,NEXN,EPHA7,LAMA2,SEMA3E,SLIT2,PALLD,L1CAM,BDNF,GFRA1,UNC5C,SEMA3B,CNTN4,RAP1GAP,NFIB,SCN1B,NTN1,TUBB3,LGR6,FEZ1,EPHB2,IGSF9,SPTBN2,EFNA3,NRXN3,PDLIM7,RHOH"
"go-bp_2021_gene_set (1)","regulation of cell cycle process (GO:0010564)","GO:0010564","0.00011304117778589873","3.946763326183808","106","564","18","14937","AURKA,SFRP1,SPAG5,NEK2,BORA,KIF20A,CDC25C,PLK1,BUB1,KIF11,MKI67,PRC1,AURKB,PKMYT1,ECT2,PLK4,RCC1,CHEK1"
"go-bp_2021_gene_set (1)","positive regulation of cell population proliferation (GO:0008284)","GO:0008284","0.00015082543922459188","3.8215254012839677","474","997","63","14937","NR4A3,CLDN5,IL6,AQP1,PTGFR,SFRP1,TGFBR2,FOXM1,FGF2,BMP5,TGFBR3,KIF14,SOX4,MEF2C,IL34,GAS6,SAPCD2,TTK,FGF7,BIRC5,CDC7,TSLP,PID1,CSF3,HYAL1,IL6ST,RBPMS2,NES,CX3CL1,PRC1,CCND2,BCL2,FOLR2,E2F1,LIFR,WWTR1,EZH2,FGFR1,GRK5,ADRA2A,PDGFD,IGF1,WNT2,ID2,HDAC4,IL11RA,HBEGF,MAPK15,S100B,CEACAM6,HILPDA,NTRK2,IL6R,PDGFRA,TOX,MYC,ZFPM2,BST1,EPCAM,RTKN2,FOSL1,AREG,KRT6A"
"go-bp_2021_gene_set (1)","mitotic metaphase plate congression (GO:0007080)","GO:0007080","0.00017473433154522808","3.757621757090313","51","519","12","14937","KIF14,KIF2C,CDCA8,CDCA5,NUF2,KIF18A,CCNB1,CDT1,NDC80,KIFC1,CENPE,CEP55"
"go-bp_2021_gene_set (1)","regulation of blood circulation (GO:1903522)","GO:1903522","0.00019625036181239515","3.7071895339050953","35","266","8","14937","FXYD1,DES,AGTR1,CELF2,HSPB7,PER2,PLN,BDKRB2"
"go-bp_2021_gene_set (1)","DNA replication checkpoint signaling (GO:0000076)","GO:0000076","0.00020773536742453209","3.6824895575346557","17","402","7","14937","TIMELESS,ORC1,CLSPN,DNA2,CDC6,CDC45,CDT1"
"go-bp_2021_gene_set (1)","microtubule polymerization or depolymerization (GO:0031109)","GO:0031109","0.0002629276753946859","3.5801636982656087","27","369","8","14937","TPPP,KIF18B,KIF14,KIF2C,TPPP3,KIF18A,KIF24,FGF13"
"go-bp_2021_gene_set (1)","cytoskeleton-dependent cytokinesis (GO:0061640)","GO:0061640","0.00031575262819908117","3.500653025863343","72","718","16","14937","KIF4A,KIF20A,CENPA,PLK1,RHOB,KIF23,NUSAP1,CIT,AURKB,CEP55,ECT2,ANLN,ESPL1,RACGAP1,CKAP2,STMN1"
"go-bp_2021_gene_set (1)","double-strand break repair via homologous recombination (GO:0000724)","GO:0000724","0.000320272801587425","3.494479941205182","97","592","17","14937","XRCC2,RECQL4,TONSL,RAD54L,POLQ,MCM2,BLM,CDC45,CDC7,BRCA1,RAD51AP1,RAD51,MCM4,GINS4,BRCA2,FEN1,GINS2"
"go-bp_2021_gene_set (1)","chromatin remodeling at centromere (GO:0031055)","GO:0031055","0.00049518936463651","3.305228691389548","32","971","12","14937","HJURP,CENPA,MIS18A,CENPO,CENPH,OIP5,CENPK,CENPI,CENPL,CENPM,HELLS,CENPW"
"go-bp_2021_gene_set (1)","axonogenesis (GO:0007409)","GO:0007409","0.0007216383043876196","3.1416804226076516","240","995","38","14937","SLIT3,SEMA5B,NCAM1,RELN,SEMA3G,DOK6,EPHA3,NRXN1,CXCL12,GFRA3,NEXN,EPHA7,LAMA2,SEMA3E,SLIT2,APBB1,PALLD,L1CAM,BDNF,GFRA1,UNC5C,SEMA3B,CNTN4,RAP1GAP,MAP1B,NRCAM,MAP1A,SCN1B,S100B,TUBB3,LGR6,FEZ1,EPHB2,IGSF9,SPTBN2,EFNA3,NRXN3,PDLIM7"
"go-bp_2021_gene_set (1)","renal system development (GO:0072001)","GO:0072001","0.0007911337808594284","3.1017500710201835","57","80","6","14937","TCF21,FOXF1,SOX17,MYOCD,ITGA8,AGTR1"
"go-bp_2021_gene_set (1)","positive regulation of cell cycle process (GO:0090068)","GO:0090068","0.0009370072102161615","3.028257067228503","101","685","18","14937","AURKA,SPAG5,KIF14,CDC6,CDC7,CCNB1,E2F7,NDC80,KIF23,NUSAP1,CIT,AURKB,ECT2,PLK4,FEN1,MAD2L1,RACGAP1,IGF1"
"go-bp_2021_gene_set (1)","positive regulation of mitotic cell cycle phase transition (GO:1901992)","GO:1901992","0.0009481475330939882","3.023124080569688","58","633","13","14937","ADAMTS1,CDCA5,UBE2C,DTL,CDC7,CDC25C,HYAL1,CCNB1,CDK1,DLGAP5,CCND2,CDC25A,ESPL1"
"go-bp_2021_gene_set (1)","regulation of cell cycle (GO:0051726)","GO:0051726","0.0010555684876804386","2.976513583429988","296","716","35","14937","NR4A1,DUSP1,JUND,SFRP1,FOXM1,PER2,GATA6,CENPF,INHBA,BIN1,DTL,PRR11,BIRC5,BRCA1,MYBL2,PLK1,CCNB2,CCNB1,RHOB,RNF112,CKS2,RPS6KA2,DLGAP5,APBB1,CKS1B,TSPYL2,CDC25A,SKP2,CHEK1,MAGI2,FBXL22,GRK5,BIRC3,CDKN3,ID2"
"go-bp_2021_gene_set (1)","G2/M transition of mitotic cell cycle (GO:0000086)","GO:0000086","0.0010711631679846262","2.9701443689833904","130","708","21","14937","AURKA,FOXM1,PPP1R12B,NEK2,BORA,MELK,CDC25C,PLK1,CCNB2,CCNB1,CDK1,NES,PKMYT1,PLK4,CDC25A,SKP2,CCNA2,PRKAR2B,FBXL22,FBXL7,ABCB1"
"go-bp_2021_gene_set (1)","regulation of cyclin-dependent protein kinase activity (GO:1904029)","GO:1904029","0.0012182663126022693","2.9142577646987955","54","823","14","14937","CCNE1,BLM,CDC6,CDC25C,CCNE2,CCNB2,CCNB1,PKMYT1,CCND2,CDC25A,CCNA2,CDKN3,CDKN1C,DIRAS3"
"go-bp_2021_gene_set (1)","cell cycle G2/M phase transition (GO:0044839)","GO:0044839","0.0012199166239058703","2.9136698504850607","131","708","21","14937","AURKA,FOXM1,PPP1R12B,NEK2,BORA,MELK,CDC25C,PLK1,CCNB2,CCNB1,CDK1,NES,PKMYT1,PLK4,CDC25A,SKP2,CCNA2,PRKAR2B,FBXL22,FBXL7,ABCB1"
"go-bp_2021_gene_set (1)","mitotic chromosome condensation (GO:0007076)","GO:0007076","0.0013344827654968132","2.874687030642277","27","457","8","14937","NCAPH,CDCA5,PLK1,CCNB1,CDK1,NCAPG2,NCAPG,NUSAP1"
"go-bp_2021_gene_set (1)","positive regulation of cellular process (GO:0048522)","GO:0048522","0.0015211553526658331","2.8178264300231533","625","1002","74","14937","CLDN5,IL6,TPPP,ACOX2,ZFP36,PTGFR,SFRP1,TGFBR2,FOXM1,FGF2,SPAG5,BMP5,KIF14,SOX4,SRF,IL34,CXCL12,GAS6,SAPCD2,TTK,FGF7,CDC6,BIRC5,CDC7,TSLP,CSF3,CAV1,HYAL1,ACACB,IL6ST,CX3CL1,PRC1,CCND2,FZD7,BCL2,FOLR2,CHEK1,TPM1,AKAP6,LIFR,WWTR1,EZH2,FGFR1,GRK5,ADRA2A,PDGFD,IGF1,WNT2,HDAC4,COLEC12,IL11RA,HBEGF,EGR2,MAPK15,MAP1A,S100B,CEACAM6,HILPDA,RYR2,NTRK2,IL6R,PDGFRA,MYC,BST1,EPCAM,RTKN2,DKK1,FOSL1,TUB,TAL1,PRKAA2,AREG,KRT6A,NUPR1"
"go-bp_2021_gene_set (1)","DNA replication initiation (GO:0006270)","GO:0006270","0.0017988397200495525","2.745007531373225","38","581","10","14937","ORC1,MCM2,CDC6,CDC45,CDC7,MCM10,ORC6,CDT1,MCM4,POLE2"
"go-bp_2021_gene_set (1)","CENP-A containing chromatin organization (GO:0061641)","GO:0061641","0.001994945589661388","2.700068944805333","30","971","11","14937","HJURP,CENPA,MIS18A,CENPO,CENPH,OIP5,CENPK,CENPI,CENPL,CENPM,CENPW"
"go-bp_2021_gene_set (1)","CENP-A containing nucleosome assembly (GO:0034080)","GO:0034080","0.001994945589661388","2.700068944805333","30","971","11","14937","HJURP,CENPA,MIS18A,CENPO,CENPH,OIP5,CENPK,CENPI,CENPL,CENPM,CENPW"
"go-bp_2021_gene_set (1)","regulation of angiogenesis (GO:0045765)","GO:0045765","0.002051611071704715","2.6879049658905068","203","426","20","14937","HSPB6,CLDN5,RHOJ,IL6,ADAMTS1,AQP1,PRKCB,SFRP1,CD34,NPR1,FGF2,KLF4,ECSCR,GATA6,DCN,BRCA1,HYAL1,SEMA3E,RHOB,SMOC2"
"go-bp_2021_gene_set (1)","positive regulation of macromolecule metabolic process (GO:0010604)","GO:0010604","0.0029481429383144283","2.5304514638875113","384","382","27","14937","KLF2,CLDN5,IL6,ACTG2,ANK2,GATA5,PDE2A,SLC24A3,MYOM1,IL33,CD34,EGR1,FGF2,MEF2C,KLF4,ACTC1,GSN,ACTA2,CLU,INHBA,GAS6,FGF7,PID1,BRCA1,OLFM1,PPARGC1A,RBMS3"
"go-bp_2021_gene_set (1)","regulation of cell migration (GO:0030334)","GO:0030334","0.0033320734829533857","2.4772854295673894","408","999","53","14937","F10,FAM107A,CLDN5,SEMA5B,SFRP1,SEMA3G,MYLK,FGF2,KIF14,LDB2,TWIST2,IGSF10,CXCL12,NGFR,MYADM,FGF7,NEXN,CAV1,GTSE1,SEMA3E,RHOB,RECK,SLIT2,PODN,FLNA,CX3CL1,FERMT2,NAV3,SEMA3B,TPM1,MAGI2,ADRA2A,PDGFD,AMOTL1,IGF1,HGF,DLC1,KIT,HBEGF,MAPK15,MITF,CEACAM6,ENPP2,LGR6,CLIC4,PDGFRA,LRRC15,EPHB2,ROR2,ADARB1,STC1,TBX5,IGFBP5"
"go-bp_2021_gene_set (1)","DNA integrity checkpoint signaling (GO:0031570)","GO:0031570","0.0036198491963177707","2.4413095218898326","39","610","10","14937","TIMELESS,CLSPN,DNA2,CDC6,CDC45,BRIP1,CDT1,CHEK1,DONSON,E2F1"
"go-bp_2021_gene_set (1)","striated muscle tissue development (GO:0014706)","GO:0014706","0.0038133191077367842","2.4186968503962953","34","897","11","14937","PGM5,GATA5,BMP5,MEF2C,CAV1,BVES,POPDC2,SIX4,SVIL,SIX1,SGCD"
"go-bp_2021_gene_set (1)","double-strand break repair via break-induced replication (GO:0000727)","GO:0000727","0.003954325764456499","2.402927555589341","12","592","6","14937","MCM2,CDC45,CDC7,MCM4,GINS4,GINS2"
"go-bp_2021_gene_set (1)","DNA replication-independent nucleosome assembly (GO:0006336)","GO:0006336","0.004503114152660241","2.3464870436561958","39","781","11","14937","HJURP,CENPA,MIS18A,CENPO,CENPH,OIP5,ASF1B,CENPK,CENPI,CENPL,CENPM"
"go-bp_2021_gene_set (1)","cardiac muscle contraction (GO:0060048)","GO:0060048","0.004528443639214764","2.344051033095196","34","913","11","14937","ATP1A2,CASQ2,GSN,KCNH2,SCN4B,DMD,TPM1,TNNT2,SCN1B,RYR2,SLC8A1"
"go-bp_2021_gene_set (1)","DNA-dependent DNA replication (GO:0006261)","GO:0006261","0.004558569053387401","2.3411714621042656","129","592","18","14937","RECQL4,GINS1,ORC1,MCM2,DNA2,BLM,CDC6,CDC45,CDC7,WDHD1,MCM10,RAD51,ORC6,CDT1,MCM4,GINS4,POLE2,GINS2"
"go-bp_2021_gene_set (1)","regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)","GO:0000083","0.0050606370633849655","2.2957948081211996","32","791","10","14937","ORC1,CCNE1,CDC6,CDC45,E2F7,CDT1,RRM2,E2F1,ID2,TYMS"
"go-bp_2021_gene_set (1)","heart contraction (GO:0060047)","GO:0060047","0.00532394383451373","2.2737665348069465","41","913","12","14937","ATP1A2,CASQ2,ACTC1,KCNH2,SCN4B,DMD,TPM1,TNNT2,SCN1B,RYR2,SGCD,SLC8A1"
"go-bp_2021_gene_set (1)","protein depolymerization (GO:0051261)","GO:0051261","0.005479794026639297","2.2612357653797046","28","718","9","14937","KIF18B,KIF14,KIF2C,GSN,KIF18A,KIF24,CFL2,DSTN,STMN1"
"go-bp_2021_gene_set (1)","membrane depolarization during cardiac muscle cell action potential (GO:0086012)","GO:0086012","0.005889825426460014","2.2298975774452723","17","965","8","14937","ATP1A2,ANK2,SCN4B,CACNB2,SCN1B,CACNA2D1,SLC8A1,CACNA1C"
"go-bp_2021_gene_set (1)","positive regulation of cell differentiation (GO:0045597)","GO:0045597","0.005974187153514221","2.2237211763644056","258","890","35","14937","IL6,ZBTB16,RBM24,AGTR1,ZFP36,GATA5,SFRP1,TGFBR2,PCP4,LMO3,CD34,MEF2C,TMEM100,SRF,CSF3,OLFM1,IL6ST,PLA2G2A,FERMT2,ECT2,ZEB1,PKDCC,WWTR1,TGFB1I1,EZH2,FGFR1,IGF1,HGF,ID2,BOC,NRCAM,FBN2,RRAS,IL6R,GLIPR2"
"go-bp_2021_gene_set (1)","regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)","GO:0000079","0.006270524709474822","2.202696116442814","82","879","17","14937","MYOCD,CCNE1,BLM,CDC6,CDC25C,PLK1,CCNE2,CCNB2,CCNB1,PKMYT1,CCND2,CDC25A,CCNA2,CDKN3,CDKN1C,DIRAS3,PSRC1"
"go-bp_2021_gene_set (1)","cellular response to glucocorticoid stimulus (GO:0071385)","GO:0071385","0.00809274139755539","2.0919043372064965","18","102","4","14937","FAM107A,KLF9,ZFP36,AQP1"
"go-bp_2021_gene_set (1)","mitotic G2/M transition checkpoint (GO:0044818)","GO:0044818","0.00814669797321923","2.0890183842166294","45","571","10","14937","ORC1,CLSPN,DTL,BLM,CDC6,BRCA1,PLK1,CDK1,CHEK1,DONSON"
"go-bp_2021_gene_set (1)","negative regulation of cell growth (GO:0030308)","GO:0030308","0.008777551675934234","2.056626605040393","126","573","17","14937","SOX17,FHL1,SLIT3,WFDC1,SFRP1,SEMA3G,NPR1,INHBA,HYAL1,FGF13,RTN4R,RERG,DACT3,SLIT2,APBB1,TSPYL2,MSX1"
"go-bp_2021_gene_set (1)","negative regulation of cellular process (GO:0048523)","GO:0048523","0.009078848597428673","2.0419692263126703","566","1020","67","14937","NR4A1,DUSP1,IL6,SOX17,MYOCD,FHL1,CRYAB,ADAMTS1,SLIT3,WFDC1,JAM2,SFRP1,FOXM1,CD34,NPR1,FGF2,BMP5,TGFBR3,SOX4,KLF4,ADAMTS8,CLU,INHBA,NACC2,BLM,CDC6,ANXA6,HYAL1,RHOB,ORC6,E2F7,RERG,DACT3,SLIT2,PODN,IGFBP6,RPS6KA2,APBB1,KANK2,FERMT2,BCL2,TSPYL2,MSX1,MAGI2,EMILIN1,TGFB1I1,CBFA2T3,CDKN3,SPEG,CD200,DLC1,WNT9A,FBLN1,BTG2,PSRC1,SOX7,EPHB2,ROR2,ADARB1,FABP6,MYC,ANGPT1,SYT11,TBX5,ENPP1,NUPR1,AZGP1"
"go-bp_2021_gene_set (1)","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)","GO:0010880","0.009389122224286743","2.02737500741095","23","965","9","14937","ATP1A2,ANK2,CASQ2,PDE4D,DMD,AKAP6,RYR2,SLC8A1,CACNA1C"
"go-bp_2021_gene_set (1)","regulation of small GTPase mediated signal transduction (GO:0051056)","GO:0051056","0.009539970458336846","2.0204529701387934","141","747","21","14937","RHOJ,A2M,ARHGAP6,ARHGAP39,FOXM1,RELN,STARD13,STARD8,CGNL1,RHOB,SLIT2,DEPDC1B,RAC3,ARHGAP20,ARHGAP11A,ECT2,ARHGAP15,RACGAP1,ARHGAP10,DLC1,ARHGAP24"
"go-bp_2021_gene_set (1)","chromosome condensation (GO:0030261)","GO:0030261","0.010031471191454627","1.9986353697237211","45","457","9","14937","NCAPH,CDCA5,TOP2A,PLK1,CCNB1,CDK1,NCAPG2,NCAPG,NUSAP1"
"go-bp_2021_gene_set (1)","smooth muscle contraction (GO:0006939)","GO:0006939","0.010158570268042549","1.9931674109883786","14","913","7","14937","MYLK,ACTA2,BDKRB2,SMTN,EDNRA,MYH11,SLC8A1"
"go-bp_2021_gene_set (1)","regulation of mitotic nuclear division (GO:0007088)","GO:0007088","0.01066059566060811","1.972218528434414","57","564","11","14937","DUSP1,AURKA,NEK2,BORA,CDC25C,CCNB1,MKI67,NUSAP1,PKMYT1,RCC1,CHEK1"
"go-bp_2021_gene_set (1)","regulation of mitotic metaphase/anaphase transition (GO:0030071)","GO:0030071","0.010958417952116845","1.9602521396709258","26","633","8","14937","DUSP1,UBE2C,CDC6,PLK1,CCNB1,DLGAP5,CENPE,ESPL1"
"go-bp_2021_gene_set (1)","mitotic spindle midzone assembly (GO:0051256)","GO:0051256","0.01095944309884208","1.9602115138484333","8","653","5","14937","KIF4A,KIF23,PRC1,AURKB,RACGAP1"
