TERM_ID	TERM_LABEL_FULL	OVERLAP	P_VALUE	ADJUSTED_P_VALUE	OLD_P_VALUE	OLD_ADJUSTED_P_VALUE	ODDS_RATIO	COMBINED_SCORE	GENES
GO:0060048	cardiac muscle contraction (GO:0060048)	11/34	2.5581458621193074E-6	2.7358696799086485E-4	0	0	7.614075165806927	98.04056658389699	KCNH2;RYR2;GSN;TNNT2;TPM1;CASQ2;ATP1A2;DMD;SCN4B;SLC8A1;SCN1B
GO:0014706	striated muscle tissue development (GO:0014706)	11/34	2.5581458621193074E-6	2.7358696799086485E-4	0	0	7.614075165806927	98.04056658389699	POPDC2;SVIL;MEF2C;SGCD;SIX4;CAV1;SIX1;GATA5;PGM5;BVES;BMP5
GO:0060047	heart contraction (GO:0060047)	12/41	2.961519471326167E-6	3.0860551619152674E-4	0	0	6.591208212687549	83.90481560522768	KCNH2;RYR2;SGCD;ACTC1;TNNT2;TPM1;CASQ2;ATP1A2;DMD;SCN4B;SLC8A1;SCN1B
GO:0045893	positive regulation of transcription, DNA-templated (GO:0045893)	109/1183	3.055361157247862E-6	3.104246935763828E-4	0	0	1.663512806479483	21.124304940663333	CSF3;PID1;RASL11A;FGF2;FGF7;SOX17;MYC;MYB;CHEK1;PITX2;JUNB;SOX4;KCNH2;MEF2C;HGF;MITF;EBF3;SOX10;SFRP1;PGR;ZFPM2;ATF3;BLM;CDCA4;GATA6;GATA5;PRDM16;NLRP3;OTX1;ZNF423;PPARGC1A;WNT2;PPARGC1B;WWTR1;EGR1;EGR2;FZD2;JUND;FOXF1;ZBTB16;FZD7;NR2F1;IGF1;INHBA;ESR1;BMP5;FOSL1;NR4A2;NR4A1;IL6;NR4A3;ID2;MAFF;CDKN1C;CSRNP1;THRA;TGFB1I1;TCF21;SIX1;BRCA1;LDB2;FOXM1;BRCA2;MEOX2;CX3CL1;SIX4;MYBL2;MYOCD;PEG3;TFEB;CKAP2;FOS;ETV4;KLF15;DCN;RGMA;MMP12;ACTA2;TOX2;ZEB2;PSRC1;TAL1;HAND2;IRF5;CREB5;HDAC4;NFIX;HLF;UHRF1;SRF;EPCAM;TP53INP2;ATOH8;SPP1;E2F1;E2F2;APBB1;E2F7;E2F8;IL33;ATAD2;TBX5;KLF4;KLF2;PER1;KLF6;NFIA;NFIB;AGRN
GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	9/23	3.4880138174247997E-6	3.336806708585058E-4	0	0	10.222081218274111	128.45249304446665	RYR2;PDE4D;CASQ2;ATP1A2;AKAP6;ANK2;DMD;CACNA1C;SLC8A1
GO:0006259	DNA metabolic process (GO:0006259)	37/277	3.5133457197314987E-6	3.336806708585058E-4	0	0	2.480693963027152	31.15489105065714	TOP2A;BTG2;FEN1;BLM;RNASEH2A;UHRF1;HMGB3;MCM10;BRCA1;TYMS;RECQL4;RAD51AP1;NT5E;ORC6;CDC45;ORC1;EXO1;CHEK1;RAD54L;KPNA2;WDHD1;CDT1;HELLS;POLQ;RMI2;XRCC2;FANCA;CDC7;CDC6;RAD51;UBE2T;POLE2;TIMELESS;CDK1;MCM4;DNA2;MCM2
GO:1903522	regulation of blood circulation (GO:1903522)	11/35	3.530577964300135E-6	3.336806708585058E-4	0	0	7.296433615819209	91.59978492779595	PER2;PLN;DES;CELF2;TNNT2;HSPB7;TPM1;FXYD1;BDKRB2;AGTR1;CACNA1H
GO:0009968	negative regulation of signal transduction (GO:0009968)	36/267	3.81617383067716E-6	3.5247569199709037E-4	0	0	2.5067296340023613	31.274616309433682	KANK2;PID1;LRRK2;APCDD1;ADAMTS12;PRKCZ;FGF2;NTN1;CX3CL1;RGS2;CREB3L1;PALM;ENPP1;DACT3;APOD;EMILIN1;CHAC1;SNCA;IGFBP5;PRKCB;BDNF;PTCH2;IRAK3;MAPK8IP2;DKK1;HIC1;DCN;BMP5;NR4A2;SFRP1;CILP;KIF26A;BCL2;SPRY1;SMPDL3B;EZH2
GO:0061640	cytoskeleton-dependent cytokinesis (GO:0061640)	16/72	3.924565054735595E-6	3.544318307210102E-4	0	0	4.56	56.76404292289354	PLK1;CKAP2;KIF23;CENPA;AURKB;RHOB;CIT;ANLN;ESPL1;RACGAP1;KIF4A;STMN1;NUSAP1;KIF20A;ECT2;CEP55
GO:0045944	positive regulation of transcription by RNA polymerase II (GO:0045944)	88/908	4.057458738638171E-6	3.584676589962071E-4	0	0	1.7502509784843996	21.729284873109513	CSRNP1;CSF3;PID1;THRA;TCF21;SIX1;BRCA1;LDB2;FOXM1;MEOX2;FGF2;CX3CL1;SOX17;MYC;MYB;MYBL2;PITX2;JUNB;DLGAP5;SOX4;MEF2C;MYOCD;PEG3;HGF;TFEB;CKAP2;MITF;FOS;ETV4;KLF15;DCN;RGMA;MMP12;TOX2;ZEB2;TAL1;HAND2;IRF5;PGR;ZFPM2;ATF3;HDAC4;NFIX;HLF;UHRF1;SRF;GATA6;GATA5;EPCAM;ATOH8;E2F1;E2F2;NLRP3;APBB1;OTX1;PPARGC1A;WNT2;PPARGC1B;E2F7;E2F8;NGFR;WWTR1;EGR1;IL33;EGR2;JUND;FOXF1;ATAD2;NR2F1;SMAD9;IGF1;INHBA;TBX5;KLF4;ESR1;KLF2;BMP5;FOSL1;NR4A2;PER1;NR4A1;IL6;KLF6;NR4A3;NFIA;NFIB;MAFF;AGRN
GO:0045597	positive regulation of cell differentiation (GO:0045597)	35/258	4.509117564864476E-6	3.819613013878685E-4	0	0	2.523430105357891	31.061933465482706	FBN2;CSF3;PKDCC;TGFB1I1;SRF;GATA5;TMEM100;ZFP36;RRAS;GLIPR2;BOC;NRCAM;ECT2;CD34;IL6R;WWTR1;MEF2C;LMO3;HGF;ZBTB16;PLA2G2A;IGF1;TGFBR2;OLFM1;SFRP1;PCP4;IL6;ZEB1;ID2;AGTR1;IL6ST;RBM24;FERMT2;EZH2;FGFR1
GO:0007507	heart development (GO:0007507)	26/164	4.511353953400021E-6	3.819613013878685E-4	0	0	3.0195061267649437	37.16683893628284	POPDC2;SRF;GATA5;LDB3;CACNA1C;PDLIM3;SCUBE1;SGCD;SOX17;FLRT2;BVES;PDLIM4;SOX4;PDLIM7;MEF2C;MYOCD;FOXF1;TBX5;POU6F1;BMP5;TGFBR2;TGFBR3;ID2;HAND2;DLC1;ZFPM2
GO:0010604	positive regulation of macromolecule metabolic process (GO:0010604)	46/384	5.0442824581166845E-6	4.1836661040380014E-4	0	0	2.1954626495439395	26.778618092526987	MYOM1;PID1;SLC24A3;TFRC;GATA5;BRCA1;CLU;FGF2;ACTG2;FGF7;MYC;DNMT3B;E2F1;EMILIN1;EPHB2;BVES;PPARGC1A;CD34;SNCA;EGR1;IL33;NTRK2;MEF2C;GSN;ANGPT1;EPHX2;PDE2A;MAGI2;ANK2;MITF;IGF1;INHBA;KLF4;DKK1;SELE;KLF2;ACTA2;CLDN5;OLFM1;ACTA1;IL6;ACTC1;ID2;HAND2;GAS6;RBMS3
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	17/82	5.404070453454956E-6	4.315939789223339E-4	0	0	4.175704363779321	50.64443784645621	CDKN1C;DIRAS3;MYOCD;BLM;PLK1;CDC6;CDC25C;PKMYT1;CDC25A;CCNA2;CCNB2;CCNB1;CCND2;PSRC1;CCNE2;CCNE1;CDKN3
GO:0086001	cardiac muscle cell action potential (GO:0086001)	10/30	5.416164597696611E-6	4.315939789223339E-4	0	0	7.954699407281964	96.45966051187628	KCNH2;KCND3;CACNA2D1;ATP1A2;DMD;ANK2;CACNA1C;SCN4B;SLC8A1;SCN1B
GO:0140014	mitotic nuclear division (GO:0140014)	16/74	5.730070815730508E-6	4.4782707298324584E-4	0	0	4.402289068231841	53.13467229768196	SPAG5;UBE2C;NCAPG2;PLK1;CDCA8;KIF11;ZWINT;NDC80;TPX2;KIF18A;KIF18B;ESPL1;KIFC1;CENPK;NUSAP1;FLNA
GO:0006939	smooth muscle contraction (GO:0006939)	7/14	6.18204137158928E-6	4.7403426668186476E-4	0	0	15.880067567567568	190.46333930561096	ACTA2;EDNRA;SMTN;BDKRB2;MYH11;SLC8A1;MYLK
GO:0007080	mitotic metaphase plate congression (GO:0007080)	13/51	6.316434998596719E-6	4.753702191536493E-4	0	0	5.451322491287642	65.26517130942152	CDT1;CDCA5;KIF14;CDCA8;NDC80;CENPE;CCNB1;KIF18A;PSRC1;KIFC1;NUF2;KIF2C;CEP55
GO:0048562	embryonic organ morphogenesis (GO:0048562)	12/44	6.696810134799757E-6	4.948333888695675E-4	0	0	5.972328244274809	71.15359750914779	FBN2;MFAP5;RYR2;PDGFRA;EFEMP1;SOX17;FOXF1;ID2;MFAP2;RBPMS2;SIX1;TCF21
GO:0050730	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	18/92	6.83602647668538E-6	4.961002071651676E-4	0	0	3.8850487315960462	46.2060653073011	CSF3;EPHA7;ANGPT1;ITGB3;HGF;IGF1;LRP8;PRKCZ;GHR;BST1;FGF7;SFRP1;IL6;RELN;ENPP2;CSPG4;ITGA5;IL6R
GO:0043066	negative regulation of apoptotic process (GO:0043066)	54/485	7.095745753604087E-6	5.059142235552107E-4	0	0	2.025136364471163	24.010047404085654	TFRC;KIF14;SIX1;FAIM2;CX3CL1;AQP1;CCND2;SIX4;MYC;PDK4;CTSG;MEF2C;HGF;MAPK8IP2;DKK1;ARHGAP10;SFRP1;CEACAM6;CEACAM5;BIRC5;ITGA5;NUPR1;GAS6;IL6ST;CRYAB;BIRC3;PRKAA2;GATA6;IFI6;NDNF;GRK5;FLNA;CCL2;NCKAP1L;PPARGC1A;SNCA;NGFR;NTRK2;STIL;EGR3;TSLP;ANGPT1;BDNF;CAV1;PLK1;IGF1;KLF4;NFATC4;NR4A2;IL6;AXL;BCL2;CDK1;MAD2L1
GO:0043486	histone exchange (GO:0043486)	11/38	8.632006352661462E-6	6.048357554692445E-4	0	0	6.4846829880728185	75.61162148779437	CENPW;MIS18A;CENPH;CENPI;CENPK;HJURP;CENPL;CENPM;OIP5;CENPO;CENPA
